Zero-point magnitude (aper),zp_quadr_err,2MASS-CDS name,2MASS RA,2MASS Dec,2MASS RA (deg),2MASS Dec (deg),2MASS Jmag_stan,2MASS Jmag_stan_err,2MASS Jmag_aper,2MASS Jmag_aper_err,2MASS stan-aper,2MASS stan-aper_err,Sextractor cat #,Sextractor RA,Sextractor Dec,instrumental Jmag (ISOCOR),instrumental Jmag_err (ISOCOR),instrumental Jmag (APER),instrumental Jmag_err (APER),instrumrntal Jmag (AUTO),instrumental Jmag_err (AUTO),instrumental APER-AUTO,instrumental APER-AUTO_err,instrumental Jmag (BEST),instrumental Jmag_err (BEST),CLASS_STAR,Notes
-27.556204,0.1240953907,2MASS J10331486+5908248,10 33 14.868,+59 08 24.86,158.311951,59.14024,16.235,0.106,16.186,0.124,0.049,0.1631318485,100,158.3120470377,59.1402634006,-11.372069,0.0045559537,-11.370204,0.0048647695,-11.358138,0.0046018288,-0.012066,0.0066964775,-11.358138,0.0046018288,0.030675797,
-27.577884,0.1690670305,2MASS J10332116+5907412,10 33 21.170,+59 07 41.29,158.338207,59.128136,16.274,0.104,16.179,0.169,0.095,0.1984363878,133,158.3380791728,59.12811574,-11.400098,0.004426404,-11.398884,0.004760336,-11.384488,0.004434636,-0.014396,0.0065059046,-11.384488,0.004434636,0.039278973,
