J-Ks,J-Ks_err,M_calibrated_K=MAG_APER_K+26.445934±0.0033441332,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+28.064628±0.0038446683,M_calibrated_err_J,M_calibrated_H=MAG_APER_H+27.527569±0.0059013404,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
-103.8475105,99.0005268529,125.445934,99.0000000565,21.5984235,0.3229643349,21.082615,0.2963785981,132,176.66541138,-0.1604067385,421.0402,1051.3788,-5.063188,0.09400693,-5.1785526,0.09476061,99,99,-5.2691107,0.11600844,-5.2691107,0.11600844,9,87.59482,1.5431603,0.7571582,132,176.6653958972,-0.1604525299,421.0402,1051.3788,-4.8820176,0.20807362,-5.033056,0.19191983,-6.4661765,0.32294145,-5.346847,0.21884608,-5.346847,0.21884608,8,87.59482,1.5431603,0.47555083,132,176.665403755,-0.1604471615,421.0402,1051.3788,-1.6393148,3.5733273,-4.8349323,0.37210143,-6.444954,0.29631984,99,99,99,99,4,87.59482,1.5431603,0.46129808
-105.560897,99.0000268882,125.445934,99.0000000565,19.885037,0.072888109,126.527569,99.0000001759,133,176.6499151261,-0.1608350703,642.36053,1045.3899,-7.1375594,0.035761937,-7.2471104,0.036030658,99,99,-4.7419167,0.4893386,-4.7419167,0.4893386,60,67.32652,1.8620633,0.9116944,133,176.6499149473,-0.1608768127,642.36053,1045.3899,-7.2188506,0.062570505,-7.316379,0.059232708,-8.179563,0.07278664,-7.749033,0.06794966,-7.749033,0.06794966,51,67.32652,1.8620633,0.7683837,133,176.6499169416,-0.1608732645,642.36053,1045.3899,-6.8705564,0.07714634,-7.033646,0.07137066,99,99,-6.581297,0.17645057,-6.581297,0.17645057,51,67.32652,1.8620633,0.88956463
-104.315366,99.0002314105,125.445934,99.0000000565,21.130568,0.2140283644,126.527569,99.0000001759,134,176.6518236504,-0.1604826657,615.10016,1050.4071,-5.5302253,0.06902938,-5.6046615,0.06930944,99,99,-5.7446723,0.07914453,-5.7446723,0.07914453,12,17.682066,1.3516856,0.72415864,134,176.6518216568,-0.1605252046,615.10016,1050.4071,-3.9311519,0.52340585,-5.249285,0.26832226,-6.934032,0.21399383,0.38558444,42.593414,0.38558444,42.593414,6,17.682066,1.3516856,0.41342887,134,176.6518243412,-0.1605213179,615.10016,1050.4071,99,99,99,99,99,99,99,99,99,99,3,17.682066,1.3516856,0.3545114
-104.7629673,99.0001099295,125.445934,99.0000000565,20.6829667,0.1474953068,22.667165,1.3428588671,135,176.6596845409,-0.16065178,502.83267,1047.9266,-5.8472595,0.060487818,-5.9267726,0.060765326,99,99,-5.5481124,0.10813998,-5.9267726,0.060765326,16,-28.67146,1.1734763,0.8431846,135,176.6596746937,-0.1606959888,502.83267,1047.9266,-4.7831135,0.28485695,-5.2100277,0.23555617,-7.3816333,0.14744519,-6.0576725,0.13951679,-5.2100277,0.23555617,10,-28.67146,1.1734763,0.5066016,135,176.6596803938,-0.1606913261,502.83267,1047.9266,99,99,99,99,-4.860404,1.3428459,99,99,99,99,6,-28.67146,1.1734763,0.39905846
-105.0828935,99.0000639818,125.445934,99.0000000565,20.3630405,0.1125042821,126.527569,99.0000001759,136,176.6479682176,-0.1609068543,670.1668,1044.3809,-6.547034,0.047470197,-6.6624355,0.047850937,99,99,-3.7311752,0.87013495,-3.7311752,0.87013495,34,-25.660429,1.2088108,0.95930403,136,176.6479699573,-0.1609480701,670.1668,1044.3809,-5.8718567,0.16329807,-6.2111125,0.13960527,-7.7015595,0.11243857,-6.1051135,0.21375915,-6.1051135,0.21375915,29,-25.660429,1.2088108,0.6463005,136,176.6479712168,-0.1609447574,670.1668,1044.3809,-3.4703805,1.3118273,-6.6659985,0.1369237,99,99,99,99,99,99,12,-25.660429,1.2088108,0.5025185
-104.3794777,99.0002312923,125.445934,99.0000000565,21.0664563,0.2139737232,126.527569,99.0000001759,137,176.6404580591,-0.1609707473,777.42706,1043.5305,-5.5323563,0.07171113,-5.621868,0.072113514,99,99,-5.5609307,0.097876735,-5.5609307,0.097876735,11,-15.448004,1.564416,0.717886,137,176.6404672492,-0.1610101437,777.42706,1043.5305,-4.6405563,0.2927962,-5.0041113,0.2480302,-6.9981437,0.21393918,-4.6433935,0.45244116,-4.6433935,0.45244116,9,-15.448004,1.564416,0.44462895,137,176.6404656516,-0.1610076583,777.42706,1043.5305,99,99,99,99,99,99,99,99,99,99,1,-15.448004,1.564416,0.36031953
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,20.565935,0.1992183253,138,176.6288126839,-0.1610901741,943.74677,1041.9214,-6.354511,0.05750942,-6.539882,0.058182307,99,99,-6.513641,0.078773424,-6.513641,0.078773424,35,0.7703025,3.7236447,0.956439,138,176.6288334216,-0.161126729,943.74677,1041.9214,99,99,99,99,99,99,99,99,99,99,12,0.7703025,3.7236447,0.5311005,138,176.6288273959,-0.1611255342,943.74677,1041.9214,-2.674041,2.882007,-5.8696585,0.29960024,-6.961634,0.1991309,-6.2986584,0.17890072,-6.2986584,0.17890072,15,0.7703025,3.7236447,0.49670085
-103.0956613,99.0024425741,125.445934,99.0000000565,22.3502727,0.6954311276,20.6891896,0.2229893522,139,176.6344542877,-0.1610338689,863.17316,1042.6788,-5.0501122,0.11329585,-5.3155193,0.11437937,99,99,-5.534838,0.112016544,-5.534838,0.112016544,13,-2.142186,1.7538031,0.7551346,139,176.6344694309,-0.1610717988,863.17316,1042.6788,-3.3733385,1.026635,-6.5689564,0.10871481,-5.7143273,0.6954205,99,99,99,99,7,-2.142186,1.7538031,0.43394974,139,176.6344655505,-0.1610699793,863.17316,1042.6788,99,99,99,99,-6.8383794,0.22291125,-0.2606773,26.103617,-0.2606773,26.103617,3,-2.142186,1.7538031,0.52202594
3.907995,0.2708248548,17.413339,0.0175695469,21.321334,0.2702543487,19.405919,0.069449193,140,176.6417362299,-0.1638583568,759.19617,1002.2791,-9.776366,0.013050042,-10.061623,0.013153671,-9.032595,0.017248355,-10.217737,0.016178252,-10.061623,0.013153671,1283,-4.021814,3.3104274,0.0003522303,140,176.6417434744,-0.1638951817,759.19617,1002.2791,99,99,99,99,-6.743266,0.270227,99,99,99,99,315,-4.021814,3.3104274,0.0003062869,140,176.641742673,-0.1638936608,759.19617,1002.2791,-7.8560176,0.1335828,-11.051636,0.01407303,-8.12165,0.06919801,99,99,-11.051636,0.01407303,389,-4.021814,3.3104274,0.0004079723
-103.269967,99.0017731586,125.445934,99.0000000565,22.175967,0.5925178136,126.527569,99.0000001759,141,176.662111109,-0.1610760951,468.18005,1041.8464,-5.1401515,0.109036215,-5.409506,0.11004753,99,99,99,99,-5.409506,0.11004753,18,8.380484,1.4697948,0.694232,141,176.6620987505,-0.1611204494,468.18005,1041.8464,-2.585688,2.211611,-5.781306,0.23058897,-5.888633,0.59250534,99,99,-5.781306,0.23058897,8,8.380484,1.4697948,0.47338572,141,176.6621054213,-0.1611156892,468.18005,1041.8464,-4.709115,0.2872893,-5.310912,0.22487807,99,99,99,99,-5.310912,0.22487807,8,8.380484,1.4697948,0.4096779
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,142,176.6619463327,-0.1613724207,470.53586,1037.6156,-5.267491,0.111962385,-5.673279,0.110769965,99,99,-4.045434,0.62185055,-5.673279,0.110769965,19,-16.990858,3.0148032,0.74331856,142,176.6619340687,-0.1614164419,470.53586,1037.6156,-4.2456865,0.5691199,-7.441304,0.06155514,99,99,-2.2674313,6.895353,-7.441304,0.06155514,12,-16.990858,3.0148032,0.49079207,142,176.6619407084,-0.1614118123,470.53586,1037.6156,0.601978,44.06968,-2.5936396,4.577083,99,99,99,99,-2.5936396,4.577083,5,-16.990858,3.0148032,0.5718528
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,143,176.631027077,-0.1599185,912.1112,1058.637,-6.6818233,0.042235754,-6.7713227,0.042472698,99,99,-6.4371495,0.07052537,-6.7713227,0.042472698,31,-8.928614,1.817353,0.96615463,143,176.6310458876,-0.1599567373,912.1112,1058.637,99,99,99,99,99,99,99,99,99,99,10,-8.928614,1.817353,0.62971216,143,176.6310405811,-0.1599548589,912.1112,1058.637,99,99,99,99,99,99,99,99,99,99,10,-8.928614,1.817353,0.4482376
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,144,176.6298077611,-0.1600062695,929.5262,1057.3934,-7.3930955,0.030402862,-7.4821033,0.030571919,99,99,-7.201424,0.046831146,-7.4821033,0.030571919,60,-23.004547,1.9696286,0.98015887,144,176.6298277631,-0.1600441345,929.5262,1057.3934,99,99,99,99,99,99,99,99,99,99,29,-23.004547,1.9696286,0.5546915,144,176.629822001,-0.1600424199,929.5262,1057.3934,99,99,99,99,99,99,99,99,99,99,20,-23.004547,1.9696286,0.5307874
-105.645287,99.0000230934,125.445934,99.0000000565,19.800647,0.0675374904,20.12887,0.1336810207,145,176.6587474287,-0.1612819364,516.2217,1038.9344,-6.661242,0.045402355,-6.7810087,0.045782886,99,99,-6.148197,0.098025665,-6.148197,0.098025665,42,-79.78181,1.3013345,0.9663388,145,176.6587383657,-0.1613252996,516.2217,1038.9344,-7.068575,0.06015291,-7.136298,0.05786031,-8.263953,0.06742797,-7.413863,0.065315805,-7.413863,0.065315805,43,-79.78181,1.3013345,0.9584694,145,176.6587437759,-0.1613209775,516.2217,1038.9344,-7.156046,0.050917834,-7.2163377,0.04935542,-7.398699,0.1335507,-7.496758,0.055086855,-7.496758,0.055086855,45,-79.78181,1.3013345,0.92743677
2.117108,0.1178544155,18.246808,0.0348368501,20.363916,0.1125879972,19.014671,0.0489798017,146,176.6604345181,-0.1622007239,492.1344,1025.7983,-8.374227,0.021692885,-8.525103,0.02192021,-8.199126,0.03467597,-8.302429,0.031149253,-8.302429,0.031149253,202,-5.825995,1.398599,0.2164398,146,176.6604235632,-0.1622435684,492.1344,1025.7983,-7.6125484,0.08239335,-8.176335,0.06447971,-7.700684,0.112522334,-7.531477,0.12855971,-7.531477,0.12855971,109,-5.825995,1.398599,0.21469742,146,176.660429715,-0.1622394162,492.1344,1025.7983,-8.251684,0.042091716,-8.434018,0.038641755,-8.512898,0.04862299,-8.485891,0.048805937,-8.485891,0.048805937,145,-5.825995,1.398599,0.026248535
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,147,176.6687983425,-0.1615113948,372.6769,1035.574,-5.720835,0.08154776,-5.9626107,0.08243922,99,99,-5.439003,0.1402998,-5.439003,0.1402998,20,-49.825474,2.6132202,0.81262696,147,176.6687792346,-0.16155688,372.6769,1035.574,99,99,99,99,99,99,-2.4358697,4.6056023,-2.4358697,4.6056023,7,-49.825474,2.6132202,0.46512118,147,176.6687885021,-0.1615515707,372.6769,1035.574,99,99,99,99,99,99,99,99,99,99,4,-49.825474,2.6132202,0.5184539
-104.6191494,99.0001097037,125.445934,99.0000000565,20.8267846,0.1473436884,20.0149486,0.1035131622,148,176.622646997,-0.1621678019,1031.8137,1026.5817,-6.737341,0.06430491,-7.517859,0.05551351,99,99,99,99,99,99,166,71.48923,1.4231024,0.0002502126,148,176.6226736115,-0.1622018441,1031.8137,1026.5817,-5.949198,0.2697638,-9.144815,0.029015368,-7.2378154,0.14729352,-7.022985,0.15987343,-7.022985,0.15987343,67,71.48923,1.4231024,0.692615,148,176.6226653498,-0.1622017194,1031.8137,1026.5817,99,99,99,99,-7.5126204,0.103344806,-6.7933354,0.17760287,-6.7933354,0.17760287,55,71.48923,1.4231024,0.7084445
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,149,176.6305070532,-0.1601601958,919.54016,1055.1893,-7.006992,0.038761344,-7.127357,0.039088085,99,99,-5.3566933,0.22989246,-7.127357,0.039088085,50,35.86836,1.0300586,0.9794294,149,176.6305263242,-0.1601980713,919.54016,1055.1893,99,99,99,99,99,99,99,99,99,99,22,35.86836,1.0300586,0.49897757,149,176.6305208452,-0.1601963406,919.54016,1055.1893,99,99,99,99,99,99,99,99,99,99,10,35.86836,1.0300586,0.40629843
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,21.6305205,0.4114908588,150,176.6897587611,-0.1599284401,73.30799,1058.0074,-5.600575,0.06810646,-5.6819987,0.06843241,99,99,-5.5902324,0.090774015,-5.5902324,0.090774015,13,62.022842,1.667819,0.794248,150,176.6897191866,-0.1599803996,73.30799,1058.0074,99,99,99,99,99,99,99,99,99,99,6,62.022842,1.667819,0.43473962,150,176.6897362779,-0.1599722457,73.30799,1058.0074,99,99,99,99,-5.8970485,0.41144854,99,99,99,99,3,62.022842,1.667819,0.41844434
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,20.56025,0.1981959765,151,176.6280097365,-0.1615943538,955.2186,1034.7273,-5.434423,0.07728257,-5.537224,0.07781584,99,99,-5.470875,0.10762358,-5.470875,0.10762358,14,-1.9090699,1.1757772,0.74461746,151,176.6280311546,-0.1616302198,955.2186,1034.7273,99,99,99,99,99,99,99,99,99,99,5,-1.9090699,1.1757772,0.36919674,151,176.6280248766,-0.1616293031,955.2186,1034.7273,99,99,99,99,-6.967319,0.1981081,99,99,99,99,3,-1.9090699,1.1757772,0.3514637
-102.429136,99.0083259322,125.445934,99.0000000565,23.016798,1.2839753561,126.527569,99.0000001759,152,176.6664546607,-0.1617091811,406.1509,1032.7686,-5.0114384,0.11248624,-5.2475963,0.11374229,99,99,-5.1903715,0.14328913,-5.1903715,0.14328913,14,44.04929,1.1966646,0.7214862,152,176.6664378364,-0.1617539217,406.1509,1032.7686,99,99,99,99,-5.047802,1.2839696,-3.7257848,1.1306205,-3.7257848,1.1306205,5,44.04929,1.1966646,0.46516487,152,176.6664462313,-0.1617489384,406.1509,1032.7686,-1.7420738,3.9273493,-4.9376917,0.40850118,99,99,99,99,99,99,4,44.04929,1.1966646,0.35070378
-102.8860595,99.003592311,125.445934,99.0000000565,22.5598745,0.8433737633,22.4015543,1.0745920043,153,176.6543634617,-0.1618651587,578.83813,1030.6412,-4.9239745,0.11574078,-5.14758,0.11707914,99,99,-5.120426,0.14806065,-5.120426,0.14806065,11,25.527815,1.5269986,0.67264545,153,176.6543586202,-0.1619069172,578.83813,1030.6412,-0.3463591,14.92097,-3.541977,1.5498621,-5.5047255,0.843365,-4.699133,0.44962648,-4.699133,0.44962648,6,25.527815,1.5269986,0.42892957,153,176.654362421,-0.1619032862,578.83813,1030.6412,-4.0010695,0.4708512,-5.6589913,0.1922573,-5.1260147,1.0745758,-5.4922843,0.1976316,-5.4922843,0.1976316,6,25.527815,1.5269986,0.3674715
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,154,176.6323040872,-0.1599374651,893.87317,1058.3555,-6.040409,0.057996754,-6.139456,0.0583764,99,99,-5.4309974,0.13875183,-5.4309974,0.13875183,19,-33.893497,1.3522382,0.91145164,154,176.6323216239,-0.1599759822,893.87317,1058.3555,-0.91988647,11.491043,-4.1155043,1.1935893,99,99,99,99,99,99,12,-33.893497,1.3522382,0.39148656,154,176.6323168064,-0.1599739745,893.87317,1058.3555,99,99,99,99,99,99,99,99,99,99,3,-33.893497,1.3522382,0.561491
-104.7237675,99.0001231769,125.445934,99.0000000565,20.7221665,0.156134133,20.826422,0.252842428,155,176.6589436128,-0.1620143513,513.4259,1028.4725,-5.0287943,0.11312306,-5.280463,0.11430339,99,99,-5.478735,0.11752971,-5.478735,0.11752971,13,84.763405,1.6935437,0.7169855,155,176.6589341836,-0.1620570324,513.4259,1028.4725,-2.1621957,3.0443099,-5.3578134,0.3169263,-7.3424335,0.15608679,-3.242638,1.8662201,-3.242638,1.8662201,5,84.763405,1.6935437,0.42064035,155,176.6589397469,-0.1620529686,513.4259,1028.4725,99,99,99,99,-6.701147,0.25277355,99,99,99,99,2,84.763405,1.6935437,0.37907708
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,21.035083,0.3061502223,156,176.6569166622,-0.1620745976,542.3752,1027.6289,-5.0409317,0.10758647,-5.245533,0.108859465,99,99,-4.843005,0.19582461,-5.245533,0.108859465,13,-86.061714,1.2532827,0.73583305,156,176.6569092337,-0.1621167449,542.3752,1027.6289,-2.8869667,1.4852462,-6.0825844,0.1559487,99,99,-4.587969,0.5184585,-6.0825844,0.1559487,4,-86.061714,1.2532827,0.44153178,156,176.6569140305,-0.1621129208,542.3752,1027.6289,99,99,99,99,-6.492486,0.30609334,99,99,99,99,1,-86.061714,1.2532827,0.35199085
106.407829,99.0004555659,20.656771,0.3003122999,127.0646,99.0000000747,20.140039,0.1350298376,157,176.657061,-0.1626663969,540.31866,1019.1756,-5.7821836,0.0935076,-6.3246603,0.08909569,-5.789163,0.30029368,-5.7041445,0.17568062,-6.3246603,0.08909569,36,62.01597,3.271803,0.84062463,157,176.6570532898,-0.1627079897,540.31866,1019.1756,-3.834869,1.1217053,-7.0304866,0.117184855,99,99,99,99,-7.0304866,0.117184855,17,62.01597,3.271803,0.35735095,157,176.6570582048,-0.1627043758,540.31866,1019.1756,-5.0620956,0.32882848,-8.257713,0.03642083,-7.38753,0.13490082,-5.946835,0.27012157,-8.257713,0.03642083,19,62.01597,3.271803,0.6690631
106.5473045,99.0003531595,20.5172955,0.2644067486,127.0646,99.0000000747,20.6012055,0.2057392432,158,176.6560611863,-0.1625581296,554.59705,1020.73016,-6.561219,0.059179973,-6.892152,0.05933437,-5.9286385,0.2643856,-6.7245097,0.089710444,-6.892152,0.05933437,68,-14.236106,1.6033645,0.11273523,158,176.6560544952,-0.1625995962,554.59705,1020.73016,99,99,99,99,99,99,-4.8196445,1.0865952,99,99,22,-14.236106,1.6033645,0.60385233,158,176.6560590174,-0.1625960479,554.59705,1020.73016,-5.7120066,0.22970307,-8.907624,0.025857156,-6.9263635,0.20565459,-6.7747865,0.1629055,-8.907624,0.025857156,36,-14.236106,1.6033645,0.18563442
106.939726,99.0001727404,20.124874,0.1848995438,127.0646,99.0000000747,20.269475,0.1519132173,159,176.65660782,-0.1629164841,546.793,1015.6076,-5.491336,0.10375952,-5.9560227,0.101203956,-6.32106,0.1848693,-5.82121,0.16284068,-5.9560227,0.101203956,30,-12.753438,1.4265742,0.67456275,159,176.6566005018,-0.1629577223,546.793,1015.6076,99,99,99,99,99,99,99,99,99,99,6,-12.753438,1.4265742,0.41398993,159,176.6566052708,-0.1629542522,546.793,1015.6076,-5.3626637,0.21264651,-5.9647837,0.1664276,-7.258094,0.15179855,-6.494686,0.16896856,-5.9647837,0.1664276,16,-12.753438,1.4265742,0.39734158
1.6487846,0.4077416217,20.0191624,0.1680199428,21.667947,0.3715138341,20.115852,0.1321017502,160,176.657773607,-0.1625266259,530.1401,1021.1659,-6.402145,0.06639778,-6.807989,0.06568983,-6.4267716,0.16798666,-6.583586,0.08826513,-6.807989,0.06568983,59,47.761856,1.3888769,0.26182485,160,176.6577652211,-0.1625685242,530.1401,1021.1659,-5.0809526,0.44369698,-8.27657,0.04719508,-6.396653,0.37149394,-4.8928704,0.8720212,-8.27657,0.04719508,23,47.761856,1.3888769,0.64949197,160,176.6577703929,-0.1625647808,530.1401,1021.1659,-5.67062,0.23356692,-8.866238,0.026311064,-7.411717,0.13196987,-6.7489696,0.14363278,-8.866238,0.026311064,31,47.761856,1.3888769,0.482979
107.640742,99.0000486905,19.423858,0.0981118788,127.0646,99.0000000747,20.5131156,0.1897886911,161,176.6576725381,-0.163120122,531.5885,1012.6904,-5.520877,0.098200835,-5.898752,0.09770177,-7.022076,0.09805487,-6.7956676,0.1106664,-5.898752,0.09770177,31,-10.740166,1.362587,0.75569695,161,176.6576641139,-0.1631614068,531.5885,1012.6904,99,99,99,99,99,99,99,99,99,99,5,-10.740166,1.362587,0.46168715,161,176.6576693107,-0.1631579005,531.5885,1012.6904,-3.4398148,1.1810354,-6.6354322,0.12364511,-7.0144534,0.18969692,-6.733401,0.22521302,-6.6354322,0.12364511,8,-10.740166,1.362587,0.37548602
1.618666,140.0071427677,125.445934,99.0000000565,127.0646,99.0000000747,126.527569,99.0000001759,162,176.6583730094,-0.1676073454,521.62164,948.598,-5.4649005,0.092676505,-5.718309,0.09363434,99,99,-5.483868,0.13569713,-5.483868,0.13569713,25,-39.438797,1.0998553,0.6263967,162,176.6583628399,-0.1676443334,521.62164,948.598,-5.2147245,0.2289996,-5.6076884,0.19184,99,99,-5.5079594,0.27686268,-5.5079594,0.27686268,17,-39.438797,1.0998553,0.48252097,162,176.6583687836,-0.1676424634,521.62164,948.598,-5.7576027,0.1278395,-5.9162927,0.11848124,99,99,-6.049204,0.1530847,-6.049204,0.1530847,24,-39.438797,1.0998553,0.5208936
-101.8271634,99.01667719,125.445934,99.0000000565,23.6187706,1.817237067,126.527569,99.0000001759,163,176.6225241858,-0.1680432441,1033.6163,942.66956,-6.342246,0.043266263,-6.3893695,0.043319847,99,99,-5.5635276,0.10409422,-5.5635276,0.10409422,11,-78.961075,1.5398088,0.8130641,163,176.6225495489,-0.1680714173,1033.6163,942.66956,-3.9482431,0.6391888,-7.143861,0.06941051,-4.4458294,1.817233,-5.3906155,0.24728139,-5.3906155,0.24728139,7,-78.961075,1.5398088,0.54242027,163,176.6225418686,-0.1680735463,1033.6163,942.66956,-2.6126356,1.9584805,-5.8082533,0.20441379,99,99,-5.491551,0.20380901,-5.491551,0.20380901,8,-78.961075,1.5398088,0.39335018
0.384574,1.9334435876,22.470492,1.5856494264,22.855066,1.1063091806,27.8824814,167.1218001042,164,176.6725172228,-0.1677949525,319.61627,945.8012,-5.0617704,0.11829653,-5.396047,0.11854891,-3.975442,1.5856459,-5.4782705,0.12646207,-5.4782705,0.12646207,20,16.810747,1.2162818,0.5229162,164,176.6724929491,-0.1678350609,319.61627,945.8012,-5.295955,0.19157436,-5.5204477,0.17121652,-5.209534,1.1063025,-5.82759,0.19084863,-5.82759,0.19084863,15,16.810747,1.2162818,0.45023295,164,176.6725043065,-0.1678317503,319.61627,945.8012,-4.889444,0.24932092,-5.3490396,0.20674366,0.3549124,167.1218,-5.7269955,0.18870352,-5.7269955,0.18870352,11,16.810747,1.2162818,0.3772962
107.6759766,99.0000457629,19.3886234,0.095111958,127.0646,99.0000000747,23.434241,2.7807693619,165,176.684429593,-0.1677539116,149.48405,946.28827,-3.9203238,0.2479998,-5.010713,0.17998378,-7.0573106,0.09505315,-6.001093,0.13832633,-6.001093,0.13832633,8,8.797148,1.0266279,0.3684456,165,176.6843934868,-0.167796846,149.48405,946.28827,-3.5049925,0.74573594,-6.70061,0.0816919,99,99,99,99,99,99,4,8.797148,1.0266279,0.35266605,165,176.6844093825,-0.1677922461,149.48405,946.28827,-3.2993557,0.8105066,-6.4949737,0.08809575,-4.093328,2.7807631,-4.006655,1.6476833,-4.006655,1.6476833,3,8.797148,1.0266279,0.35008854
1.4442135,0.4215118279,20.2202985,0.2016253546,21.664512,0.3701613668,20.7909505,0.2446655806,166,176.655336375,-0.1679665514,564.99365,943.49304,-6.4128227,0.055237923,-6.5870857,0.05586999,-6.2256355,0.20159762,-6.510896,0.07074655,-6.510896,0.07074655,46,-23.173157,1.0483109,0.9471816,166,176.6553291401,-0.1680024724,564.99365,943.49304,-6.277694,0.12065435,-6.4936967,0.10820702,-6.400088,0.3701414,-6.580648,0.13588627,-6.580648,0.13588627,31,-23.173157,1.0483109,0.65485,166,176.6553339642,-0.1680010641,564.99365,943.49304,-6.318027,0.1054469,-6.5204406,0.09605241,-6.7366185,0.2445944,-6.2633276,0.16341563,-6.2633276,0.16341563,31,-23.173157,1.0483109,0.6466937
1.374568,0.1523264122,19.157333,0.0773102348,20.531901,0.1312496226,21.122116,0.3316271317,167,176.6910530099,-0.1679495703,54.890373,943.4388,-5.1593447,0.13180842,-5.8998733,0.11597722,-7.288601,0.077237874,-6.991715,0.08436662,-6.991715,0.08436662,16,-82.29888,1.9086031,0.48750666,167,176.6910102736,-0.1679938589,54.890373,943.4388,-5.248142,0.24884512,-5.8577404,0.190931,-7.532699,0.1311933,-7.664749,0.096734636,-7.664749,0.096734636,12,-82.29888,1.9086031,0.42412883,167,176.6910287159,-0.1679886254,54.890373,943.4388,99,99,99,99,-6.405453,0.33157462,-6.143045,0.3499014,-6.143045,0.3499014,1,-82.29888,1.9086031,0.3489621
1.750961,0.0735270126,18.047325,0.0294197075,19.798286,0.0673847341,18.6719305,0.0362662816,168,176.6460387623,-0.1683445274,697.7848,938.1719,-8.356131,0.017334875,-8.406399,0.017361686,-8.398609,0.029229026,-8.395617,0.018931957,-8.395617,0.018931957,127,-20.036745,1.157984,0.9789029,168,176.6460406812,-0.1683778988,697.7848,938.1719,-8.207054,0.03450404,-8.268084,0.033313606,-8.266314,0.067274965,-8.251043,0.039536655,-8.251043,0.039536655,105,-20.036745,1.157984,0.91960204,168,176.6460420002,-0.1683776287,697.7848,938.1719,-8.676236,0.02128258,-8.709963,0.020919919,-8.8556385,0.03578292,-8.724515,0.023954432,-8.724515,0.023954432,119,-20.036745,1.157984,0.9408409
-100.8058998,99.1652775057,125.445934,99.0000000565,24.6400342,5.7229582914,20.9094145,0.2728721909,169,176.6526103102,-0.1680686715,603.92804,942.0572,-5.0035086,0.1262435,-5.4062543,0.12497994,99,99,-5.5724254,0.14824668,-5.5724254,0.14824668,21,-7.5178924,1.190313,0.5314721,169,176.6526057613,-0.1681038536,603.92804,942.0572,-5.1729164,0.21802759,-5.470256,0.18937826,-3.4245658,5.722957,-5.450217,0.34912398,-5.450217,0.34912398,13,-7.5178924,1.190313,0.4468792,169,176.6526095567,-0.1681027756,603.92804,942.0572,-5.1656866,0.19852948,-5.466773,0.17441812,-6.6181545,0.27280837,-5.5733275,0.2811114,-5.5733275,0.2811114,14,-7.5178924,1.190313,0.4792229
107.759617,99.0000393497,19.304983,0.0881842411,127.0646,99.0000000747,23.4358785,2.7830489568,170,176.6856813769,-0.1672217248,131.60172,953.8786,-5.0563393,0.13895933,-5.820546,0.12091054,-7.140951,0.08812081,-6.8313293,0.09321057,-6.8313293,0.09321057,17,18.328547,1.7530587,0.50270486,170,176.6856441508,-0.1672654809,131.60172,953.8786,-0.6777452,15.7890625,-3.8733628,1.6399249,99,99,-3.7457707,3.3674874,-3.7457707,3.3674874,5,18.328547,1.7530587,0.37236956,170,176.6856604669,-0.1672605442,131.60172,953.8786,-2.9371698,1.7751907,-6.132787,0.18510082,-4.0916905,2.7830427,-2.622457,8.518052,-2.622457,8.518052,3,18.328547,1.7530587,0.36208305
