M_calibrated_K=MAG_APER_K+26.2715655±0.0033601851,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.757166±0.0110146804,M_calibrated_err_J,M_calibrated_H=MAG_APER_H+27.384571±0.0790101107,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
125.2715655,99.000000057,126.757166,99.0000006127,126.384571,99.0000315283,123,204.2402862371,32.1735075243,878.42847,935.5371,-5.095846,0.11536509,-5.4640923,0.114673816,99,99,-5.5048447,0.12484951,-5.5048447,0.12484951,23,41.180496,1.3934081,0.5287097,123,204.2402440001,32.1735066851,878.42847,935.5371,-3.4326298,0.5162708,-6.6282477,0.05667857,99,99,-4.1795673,0.42750108,-4.1795673,0.42750108,8,41.180496,1.3934081,0.36328045,123,204.2402538758,32.1735162198,878.42847,935.5371,-5.167309,0.33532563,-5.491341,0.2778365,99,99,-5.9984984,0.25798237,-5.9984984,0.25798237,11,41.180496,1.3934081,0.463951
20.9389911,0.424220338,126.757166,99.0000006127,23.8669175,7.7132756764,124,204.2938587635,32.1731824153,231.80095,933.23126,-4.666598,0.146812,-5.12482,0.14306627,-5.3325744,0.42420703,-5.719258,0.17527954,-5.719258,0.17527954,16,-17.379837,1.0753735,0.4334715,124,204.2938068831,32.1731915472,231.80095,933.23126,-1.1289257,3.657357,-4.3245435,0.3804426,99,99,99,99,99,99,1,-17.379837,1.0753735,0.3494865,124,204.2938347613,32.1732020942,231.80095,933.23126,-4.6809835,0.4537363,-5.126727,0.356947,-3.5176535,7.712871,-4.903671,1.2464086,-4.903671,1.2464086,8,-17.379837,1.0753735,0.41007146
125.2715655,99.000000057,126.757166,99.0000006127,19.823438,0.2029362911,125,204.2258026501,32.1733342996,1053.2347,932.4924,-5.2583365,0.079099804,-5.3458467,0.079374015,99,99,-5.18087,0.11899398,-5.18087,0.11899398,12,-77.833595,1.0294254,0.7549603,125,204.2257630889,32.1733308128,1053.2347,932.4924,-2.6659665,0.7394295,-5.861584,0.081071176,99,99,99,99,99,99,7,-77.833595,1.0294254,0.45685902,125,204.2257681053,32.1733399848,1053.2347,932.4924,-5.0551243,0.26528528,-5.1720295,0.24425916,-7.561133,0.18692389,-3.9854302,1.1198441,-3.9854302,1.1198441,9,-77.833595,1.0294254,0.56404305
125.2715655,99.000000057,24.6092654,3.3383521712,126.384571,99.0000315283,126,204.2473917342,32.1732058972,792.65173,931.52655,-4.182401,0.19717081,-4.857118,0.17821929,99,99,-5.209656,0.23706609,-5.209656,0.23706609,12,68.17748,1.2268262,0.46822912,126,204.2473482845,32.1732064272,792.65173,931.52655,-1.5820295,2.111294,-4.777647,0.22062,-3.1479006,3.338334,-5.070792,0.283609,-5.070792,0.283609,2,68.17748,1.2268262,0.35548106,126,204.2473605555,32.1732160098,792.65173,931.52655,-4.7620535,0.36901784,-4.991845,0.3193221,99,99,-3.3417733,4.45485,-3.3417733,4.45485,7,68.17748,1.2268262,0.35282266
19.069809,0.0780002806,21.274167,0.1573877109,19.8409175,0.2056988062,127,204.2715164607,32.1729367267,501.45612,928.717,-7.0279417,0.04272335,-7.251548,0.043104813,-7.2017565,0.07792787,-7.1212583,0.06678131,-7.1212583,0.06678131,93,35.728653,1.1619546,0.20914413,127,204.2714686996,32.1729417689,501.45612,928.717,-6.438076,0.07297683,-7.1033154,0.06494912,-6.482999,0.15700181,-6.619579,0.10979166,-6.619579,0.10979166,70,35.728653,1.1619546,0.13086163,127,204.271489081,32.1729517666,501.45612,928.717,-7.223526,0.10803403,-7.387517,0.09675302,-7.5436535,0.18991946,-7.4885135,0.15678258,-7.4885135,0.15678258,48,35.728653,1.1619546,0.47473276
19.7026182,0.1376203978,20.7667776,0.0998787046,20.1861486,0.272414583,128,204.2377146077,32.1729152675,909.4394,926.98804,-6.218079,0.06959821,-6.60789,0.068900965,-6.5689473,0.13757937,-6.5433054,0.09266428,-6.5433054,0.09266428,66,-72.09299,1.117577,0.0634101,128,204.2376729908,32.1729140601,909.4394,926.98804,-6.3317747,0.06624075,-6.649514,0.06536052,-6.9903884,0.099269494,-6.880494,0.072488986,-6.880494,0.072488986,65,-72.09299,1.117577,0.17050606,128,204.2376820202,32.172923342,909.4394,926.98804,-6.5979185,0.15321524,-6.8014154,0.13434511,-7.1984224,0.26070502,-7.0126643,0.1991536,-7.0126643,0.1991536,32,-72.09299,1.117577,0.72143185
16.5366205,0.0101175976,17.451901,0.0128251807,16.739192,0.0798555467,129,204.2517379065,32.1730370654,740.1858,929.2996,-9.697642,0.0084020505,-9.728948,0.008392072,-9.734945,0.009543319,-9.704046,0.008690854,-9.704046,0.008690854,335,-37.984543,1.0756835,0.9238241,129,204.2516937111,32.1730384301,740.1858,929.2996,-10.255014,0.0059990874,-10.271498,0.005987028,-10.305265,0.006569785,-10.271058,0.0061202105,-10.271058,0.0061202105,362,-37.984543,1.0756835,0.7181451,129,204.2517074468,32.1730480472,740.1858,929.2996,-10.631743,0.009131769,-10.64271,0.009061634,-10.645379,0.011589251,-10.633708,0.009742789,-10.633708,0.009742789,243,-37.984543,1.0756835,0.9830319
125.2715655,99.000000057,126.757166,99.0000006127,126.384571,99.0000315283,130,204.2272932918,32.1729111923,1035.2234,926.5171,-4.418857,0.16568993,-4.893626,0.16074596,99,99,-5.200716,0.13441972,-5.200716,0.13441972,11,-67.44568,1.7038468,0.6574998,130,204.2272535691,32.172908058,1035.2234,926.5171,99,99,99,99,99,99,-1.8953546,2.7843158,-1.8953546,2.7843158,5,-67.44568,1.7038468,0.46510085,130,204.2272590985,32.1729171194,1035.2234,926.5171,-4.39942,0.52886915,-4.8926067,0.40776354,99,99,-5.2535105,0.41206133,-5.2535105,0.41206133,8,-67.44568,1.7038468,0.49128228
125.2715655,99.000000057,26.6265799,21.3883138362,22.906773,3.1873035418,131,204.2429752877,32.1728792017,845.94183,926.6868,-5.025701,0.12746069,-5.545009,0.12204512,99,99,-5.7964025,0.16387314,-5.7964025,0.16387314,22,27.191456,1.3421142,0.5051949,131,204.2429327245,32.172878974,845.94183,926.6868,-5.0040674,0.13599966,-5.5465136,0.12686746,-1.1305861,21.388311,-5.437038,0.23902008,-5.437038,0.23902008,25,27.191456,1.3421142,0.6652764,131,204.2429435218,32.1728883543,845.94183,926.6868,-5.9766383,0.16912271,-6.084057,0.15664984,-4.477798,3.1863241,-4.1993713,2.388118,-4.1993713,2.388118,19,27.191456,1.3421142,0.564398
19.9451409,0.1714404725,20.9576946,0.1184285734,20.8220867,0.4744084953,132,204.253607752,32.172256646,717.57825,918.2495,-5.923436,0.07774834,-6.26797,0.07758699,-6.3264246,0.17140754,-6.4955487,0.094856255,-6.4955487,0.094856255,41,-4.837078,1.1719044,0.8980008,132,204.2535634185,32.1722584983,717.57825,918.2495,-5.1685715,0.15499681,-7.676902,0.037015013,-6.7994714,0.11791524,-5.8583117,0.17662819,-5.8583117,0.17662819,30,-4.837078,1.1719044,0.6722556,132,204.253577805,32.1722678927,717.57825,918.2495,-6.3732257,0.15977065,-6.537055,0.14310016,-6.5624843,0.46778288,-6.6227837,0.27896884,-6.6227837,0.27896884,28,-4.837078,1.1719044,0.6633088
19.701469,0.137495795,21.0673095,0.130649735,23.1230663,3.8895765606,133,204.2976327045,32.1718951125,186.17876,915.0513,-5.7817554,0.086215794,-6.198239,0.084872305,-6.5700965,0.13745473,-6.57131,0.10523389,-6.198239,0.084872305,39,-84.88316,1.2601103,0.67582405,133,204.2975804715,32.1719051766,186.17876,915.0513,-5.6686196,0.09927743,-6.1870427,0.09335127,-6.6898565,0.1301846,-6.515413,0.11661954,-6.1870427,0.09335127,42,-84.88316,1.2601103,0.32818,133,204.2976096547,32.1719153701,186.17876,915.0513,-5.9798937,0.22450444,-6.2717543,0.18869151,-4.2615047,3.888774,-6.3246436,0.44057238,-6.2717543,0.18869151,21,-84.88316,1.2601103,0.6029299
18.4964855,0.047105968,20.419956,0.0736357567,19.228553,0.1341505931,134,204.3101495574,32.1716047669,35.083763,911.5072,-7.9529033,0.023734203,-8.05739,0.023851747,-7.77508,0.04698597,-8.003207,0.02855321,-8.003207,0.02855321,153,-79.930084,1.1883339,0.47856426,134,204.3100951278,32.1716172003,35.083763,911.5072,-7.351586,0.039844323,-7.6165247,0.03958046,-7.33721,0.07280729,-7.3960447,0.0498002,-7.3960447,0.0498002,131,-79.930084,1.1883339,0.027270373,134,204.3101285234,32.1716275571,35.083763,911.5072,-8.036302,0.06260886,-8.129126,0.05854203,-8.156018,0.10841487,-8.140708,0.07707618,-8.140708,0.07707618,86,-79.930084,1.1883339,0.823108
20.1440815,0.2053822892,126.757166,99.0000006127,126.384571,99.0000315283,135,204.2858391847,32.1719759295,328.53094,915.6581,-4.9318194,0.12832326,-5.36178,0.12593244,-6.127484,0.2053548,-6.087602,0.15236878,-6.087602,0.15236878,22,0.51574355,1.3128631,0.70507973,135,204.2857890715,32.1719837964,328.53094,915.6581,-4.2946177,0.23206939,-6.8497877,0.05324611,99,99,-4.187913,0.9085777,-4.187913,0.9085777,16,0.51574355,1.3128631,0.6004158,135,204.2858142914,32.171993771,328.53094,915.6581,-5.000007,0.3766341,-5.3787293,0.30480245,99,99,-6.1217475,0.49665484,-6.1217475,0.49665484,10,0.51574355,1.3128631,0.21019776
19.4726295,0.1118682963,22.5152546,0.4874433344,20.6593713,0.4104692925,136,204.2280740862,32.1716791276,1025.7423,908.97894,-5.7562895,0.093023136,-6.3389463,0.08718575,-6.798936,0.11181782,-6.7219496,0.1143432,-6.7219496,0.1143432,28,69.75343,1.4799984,0.5713633,136,204.2280345398,32.1716763615,1025.7423,908.97894,99,99,99,99,-5.2419114,0.48731887,99,99,99,99,15,69.75343,1.4799984,0.50089765,136,204.2280403676,32.1716850256,1025.7423,908.97894,-5.7897644,0.28503639,-6.333698,0.2150091,-6.7251997,0.4027933,-6.2332153,0.6029314,-6.2332153,0.6029314,17,69.75343,1.4799984,0.6310859
125.2715655,99.000000057,126.757166,99.0000006127,126.384571,99.0000315283,137,204.2251041954,32.17194352,1061.6012,912.6334,-5.6497884,0.07095898,-5.7728167,0.071412764,99,99,-5.6072016,0.10484425,-5.6072016,0.10484425,16,16.214516,1.4985728,0.8410613,137,204.2250651203,32.1719401565,1061.6012,912.6334,99,99,99,99,99,99,99,99,99,99,8,16.214516,1.4985728,0.65664583,137,204.2250699429,32.1719488469,1061.6012,912.6334,-4.9620147,0.38248906,-5.3375707,0.3099577,99,99,-3.9486425,1.5304145,-3.9486425,1.5304145,12,16.214516,1.4985728,0.6540175
19.7528455,0.1440053182,21.4465185,0.1838995291,21.8228673,1.1771266187,138,204.2996478396,32.1713830467,161.82755,907.84424,-6.26281,0.06706697,-6.6220613,0.06676903,-6.51872,0.14396611,-6.453904,0.08948765,-6.453904,0.08948765,64,-31.313953,1.0732789,0.13258171,138,204.2995953732,32.1713935767,161.82755,907.84424,-5.9570265,0.09081536,-6.61186,0.08117946,-6.3106475,0.18356937,-6.446056,0.09480958,-6.446056,0.09480958,57,-31.313953,1.0732789,0.0138236135,138,204.2996252481,32.1714036403,161.82755,907.84424,-6.663552,0.14435716,-6.8469105,0.12792265,-5.5617037,1.174472,-6.8179264,0.21043074,-6.8179264,0.21043074,36,-31.313953,1.0732789,0.23025525
19.6034795,0.1258585233,21.4618345,0.1865086522,21.710544,1.0622914446,139,204.250598899,32.1713994301,753.85284,905.90027,-6.1150756,0.067332365,-6.3784523,0.0678053,-6.668086,0.12581366,-6.572488,0.090584524,-6.572488,0.090584524,47,77.510895,1.1048372,0.93372643,139,204.2505553333,32.1714008814,753.85284,905.90027,-5.090239,0.16854241,-8.285857,0.021537613,-6.2953315,0.18618312,-5.6060767,0.22699232,-5.6060767,0.22699232,27,77.510895,1.1048372,0.4971781,139,204.2505687343,32.1714099248,753.85284,905.90027,-6.4354825,0.15350543,-6.593028,0.1379748,-5.674027,1.0593491,-6.6557264,0.27713364,-6.6557264,0.27713364,31,77.510895,1.1048372,0.5875139
19.5982755,0.1252559792,20.6740213,0.0920016432,20.19536,0.274548829,140,204.2523247672,32.1712944863,733.0163,904.4758,-5.9743056,0.07556035,-6.3103075,0.07549986,-6.67329,0.1252109,-6.536862,0.11402894,-6.536862,0.11402894,48,-4.766127,1.282402,0.1028898,140,204.2522809151,32.171296276,733.0163,904.4758,-6.167132,0.06738435,-6.408571,0.06708318,-7.0831447,0.09133991,-6.836095,0.09199288,-6.836095,0.09199288,49,-4.766127,1.282402,0.46687064,140,204.2522948989,32.1713053203,733.0163,904.4758,-6.9769344,0.094227195,-7.049282,0.089334525,-7.189211,0.26293433,-7.2014008,0.20755371,-7.2014008,0.20755371,37,-4.766127,1.282402,0.3577036
19.6068102,0.1261804388,22.21432,0.3699195922,21.6924895,1.0443968022,141,204.2975110657,32.1710280227,187.59889,902.6813,-6.5477057,0.055553406,-6.8199577,0.05590704,-6.6647553,0.12613569,-6.810116,0.06638687,-6.810116,0.06638687,69,-45.561314,1.0506169,0.59889644,141,204.2974590788,32.1710382217,187.59889,902.6813,-5.928187,0.097869426,-6.87001,0.07587404,-5.542846,0.36975557,-5.9534035,0.14864658,-5.9534035,0.14864658,44,-45.561314,1.0506169,0.8785739,141,204.2974882463,32.1710481215,187.59889,902.6813,-6.904335,0.12278336,-7.057927,0.11060911,-5.6920815,1.0414039,-7.1099186,0.16314703,-7.1099186,0.16314703,42,-45.561314,1.0506169,0.5188312
20.9691115,0.4361283846,126.757166,99.0000006127,20.839123,0.4816286846,142,204.2939680767,32.1712004019,230.37265,904.9739,-4.64315,0.14971875,-5.122695,0.14505862,-5.302454,0.43611544,-5.307513,0.15082163,-5.307513,0.15082163,16,38.709343,1.3637055,0.4989796,142,204.2939166883,32.171209914,230.37265,904.9739,-3.78106,0.3306728,-6.976678,0.040365115,99,99,-4.567329,0.30684283,-4.567329,0.30684283,9,38.709343,1.3637055,0.4315375,142,204.2939446609,32.1712197978,230.37265,904.9739,-4.5068264,0.5319212,-5.1401954,0.38549957,-6.545448,0.47510377,-5.2299285,0.53124124,-5.2299285,0.53124124,6,38.709343,1.3637055,0.37839916
125.2715655,99.000000057,126.757166,99.0000006127,23.0198454,3.456993212,143,204.2250660598,32.1711676551,1062.026,901.5685,-5.040468,0.08388531,-5.111949,0.08405224,99,99,-4.8023214,0.13839641,-4.8023214,0.13839641,9,62.74647,1.6157048,0.72963226,143,204.2250271919,32.1711644255,1062.026,901.5685,-3.0115302,0.46420187,-6.2071476,0.05717599,99,99,99,99,99,99,5,62.74647,1.6157048,0.6941563,143,204.2250320245,32.1711728546,1062.026,901.5685,99,99,99,99,-4.3647256,3.4560902,-5.656384,0.19970068,-5.656384,0.19970068,5,62.74647,1.6157048,0.636342
19.3079849,0.0965188181,21.1026045,0.1348969704,20.3479923,0.3127692395,144,204.228137278,32.1704116576,1024.921,890.90796,-6.304351,0.06788915,-6.7244,0.06677751,-6.9635806,0.09646031,-7.043325,0.102999404,-7.043325,0.102999404,55,-86.50514,2.7251499,0.23203692,144,204.2280980473,32.1704091334,1024.921,890.90796,-4.6462255,0.30560282,-7.841843,0.033335052,-6.6545615,0.13444653,-6.373253,0.19969633,-6.373253,0.19969633,30,-86.50514,2.7251499,0.635922,144,204.2281039336,32.1704173733,1024.921,890.90796,-5.8231044,0.32881096,-7.0849767,0.16715813,-7.0365787,0.30262518,-6.764246,0.4487096,-6.764246,0.4487096,26,-86.50514,2.7251499,0.7752938
125.2715655,99.000000057,20.2159196,0.0617124573,126.384571,99.0000315283,145,204.3116364201,32.1706194126,17.08083,897.5285,-5.1010695,0.12276401,-5.612673,0.11782899,99,99,-5.296862,0.13874759,-5.296862,0.13874759,11,82.29873,1.3560752,0.71985936,145,204.3115819753,32.1706323001,17.08083,897.5285,-5.4369726,0.097121134,-5.713617,0.096355595,-7.5412464,0.06072153,-6.043273,0.07705869,-6.043273,0.07705869,14,82.29873,1.3560752,0.6471478,145,204.3116158988,32.170642357,17.08083,897.5285,-3.402833,1.8414893,-6.5984507,0.19200294,99,99,-4.6194696,0.8391474,-4.6194696,0.8391474,11,82.29873,1.3560752,0.53088427
125.2715655,99.000000057,126.757166,99.0000006127,21.875071,1.1822420067,146,204.2249390878,32.1706866867,1063.5365,894.70514,-5.923109,0.058363967,-6.01152,0.05857105,99,99,-5.6883526,0.10231907,-5.6883526,0.10231907,17,40.479702,2.1942284,0.83318335,146,204.2249003671,32.1706835209,1063.5365,894.70514,-4.3979735,0.21209829,-5.9650064,0.108371,99,99,99,99,99,99,10,40.479702,2.1942284,0.7397421,146,204.2249051712,32.1706917859,1063.5365,894.70514,99,99,99,99,-5.5095,1.1795989,-5.9058146,0.2679203,-5.9058146,0.2679203,11,40.479702,2.1942284,0.6320335
18.2642535,0.0385407985,20.0019384,0.0514661127,19.2365045,0.1347645968,147,204.2348662148,32.1701839502,943.6905,887.92676,-7.820297,0.02623263,-7.9459333,0.026405212,-8.007312,0.03839404,-7.9481816,0.03289678,-7.9481816,0.03289678,153,84.08725,1.1551353,0.47611496,147,204.2348258205,32.1701827119,943.6905,887.92676,-7.402066,0.03814712,-7.643222,0.037977498,-7.7552276,0.050273627,-7.612309,0.045911565,-7.612309,0.045911565,117,84.08725,1.1551353,0.03003609,147,204.2348339734,32.1701910169,943.6905,887.92676,-8.206105,0.053616546,-8.27895,0.050815053,-8.1480665,0.10917371,-8.229266,0.079980046,-8.229266,0.079980046,96,84.08725,1.1551353,0.34768176
125.2715655,99.000000057,22.220872,0.3498282469,20.898558,0.4777865642,148,204.312191395,32.169936466,10.3430195,887.817,-4.749206,0.117305145,-4.935022,0.11838001,99,99,-5.0266914,0.1355405,-5.0266914,0.1355405,11,-61.446083,1.2590429,0.7264806,148,204.3121370258,32.1699495803,10.3430195,887.817,99,99,99,99,-5.536294,0.3496548,99,99,99,99,3,-61.446083,1.2590429,0.60684466,148,204.3121711556,32.1699594195,10.3430195,887.817,-4.5419035,0.42239583,-4.8022447,0.36019546,-6.486013,0.47120845,99,99,99,99,6,-61.446083,1.2590429,0.55098164
19.2998325,0.095766448,20.7660914,0.0998075128,19.340478,0.1437016555,149,204.3089206565,32.1695490409,49.79962,882.1343,-7.271312,0.0342056,-7.404593,0.03444803,-6.971733,0.09570748,-7.305151,0.04410392,-7.305151,0.04410392,97,-69.645744,1.0485148,0.13309565,149,204.308866981,32.1695616201,49.79962,882.1343,-6.9757786,0.04507482,-7.1863976,0.044966538,-6.9910746,0.099197865,-7.0725465,0.056310154,-7.0725465,0.056310154,95,-69.645744,1.0485148,0.013733959,149,204.3089000235,32.1695712611,49.79962,882.1343,-7.737269,0.06537997,-7.806257,0.06213026,-8.044093,0.12003153,-7.9292555,0.078479454,-7.9292555,0.078479454,68,-69.645744,1.0485148,0.493106
21.5680685,0.7553585739,20.783174,0.1013573796,126.384571,99.0000315283,150,204.311359976,32.1696923449,20.364485,884.29565,-5.6964903,0.08331445,-5.98665,0.08371282,-4.703497,0.7553511,-5.053665,0.1703425,-5.053665,0.1703425,17,81.13574,2.0459015,0.61774236,150,204.3113058207,32.1697053496,20.364485,884.29565,-3.9070282,0.41699678,-7.102646,0.04577527,-6.973992,0.10075711,-4.7613597,0.23216765,-4.7613597,0.23216765,10,81.13574,2.0459015,0.66465086,150,204.3113396784,32.1697150895,20.364485,884.29565,99,99,99,99,99,99,99,99,99,99,6,81.13574,2.0459015,0.60448205
20.354744,0.2487918224,24.0219515,1.9445283963,21.651203,1.0060408555,151,204.2321193155,32.1698664089,976.8314,883.2897,-4.6834383,0.14476232,-5.127096,0.14159414,-5.9168215,0.24876913,-5.2640905,0.14659378,-5.2640905,0.14659378,17,54.382618,1.6006533,0.51027393,151,204.2320795022,32.1698647202,976.8314,883.2897,-4.578971,0.16555187,-5.1238904,0.154305,-3.7352145,1.9444972,-5.029301,0.18954477,-5.029301,0.18954477,13,54.382618,1.6006533,0.51128316,151,204.2320867418,32.1698728608,976.8314,883.2897,-5.2116327,0.27999973,-5.3910775,0.24864535,-5.733368,1.0029335,-5.758181,0.3044322,-5.758181,0.3044322,9,54.382618,1.6006533,0.43352145
19.7072235,0.138208953,22.118319,0.3389871768,20.2873105,0.2968305469,152,204.252447032,32.1694383712,731.4488,878.0137,-6.512307,0.05570047,-6.767383,0.05612171,-6.564342,0.1381681,-6.6776657,0.06989575,-6.6776657,0.06989575,71,-61.153885,1.0677595,0.3737467,152,204.252403637,32.1694405206,731.4488,878.0137,-6.254107,0.07207349,-6.6558657,0.06998879,-5.638847,0.33880818,-6.6512213,0.07511972,-6.6512213,0.07511972,63,-61.153885,1.0677595,0.12621805,152,204.2524177161,32.1694489443,731.4488,878.0137,-6.785164,0.13234192,-6.9497633,0.11848249,-7.0972605,0.28612196,-6.998032,0.16836938,-6.998032,0.16836938,38,-61.153885,1.0677595,0.2638956
18.6332198,0.0530692912,20.291708,0.065882914,19.343394,0.1440300085,153,204.2559373042,32.1690685874,689.3015,872.8875,-7.407891,0.034710776,-7.5995865,0.035031006,-7.6383457,0.052962806,-7.5902724,0.05033734,-7.5902724,0.05033734,145,5.0729256,1.0644734,0.01639982,153,204.2558933708,32.1690714496,689.3015,872.8875,-7.1704454,0.04393689,-7.4537582,0.043556575,-7.465458,0.06495564,-7.337554,0.06613122,-7.337554,0.06613122,134,5.0729256,1.0644734,0.0060751634,153,204.255908633,32.1690798224,689.3015,872.8875,-7.676131,0.0813847,-7.803312,0.074463025,-8.041177,0.12042444,-7.9603095,0.117117316,-7.9603095,0.117117316,87,5.0729256,1.0644734,0.14598334
21.0395755,0.4651351373,21.6807385,0.2274413697,126.384571,99.0000315283,154,204.2295349807,32.1692762035,1007.99774,874.7717,-5.4158616,0.10409934,-5.87702,0.101365104,-5.23199,0.465123,-5.6542253,0.17763136,-5.6542253,0.17763136,18,-25.78901,1.7262429,0.49886066,154,204.2294957893,32.169274144,1007.99774,874.7717,-4.7705765,0.18986791,-7.966194,0.02477489,-6.0764275,0.2271745,-5.9683146,0.14136615,-5.9683146,0.14136615,11,-25.78901,1.7262429,0.6503673,154,204.2295021783,32.169282032,1007.99774,874.7717,-5.8596754,0.21768971,-6.071577,0.19006154,99,99,-5.0441957,1.0446157,-5.0441957,1.0446157,9,-25.78901,1.7262429,0.45631212
17.5720645,0.0216592368,19.027372,0.0244393443,18.498419,0.0966574553,155,204.2426156544,32.1689300869,850.0924,870.35974,-8.62452,0.015790926,-8.689423,0.0158128,-8.699501,0.021397002,-8.666829,0.017825866,-8.666829,0.017825866,216,5.7707458,1.0917572,0.20235205,155,204.2425741762,32.1689305099,850.0924,870.35974,-8.652781,0.015987515,-8.715291,0.015952384,-8.729794,0.02181647,-8.725087,0.017706463,-8.725087,0.017706463,222,5.7707458,1.0917572,0.048795212,155,204.2425849685,32.1689385566,850.0924,870.35974,-8.94131,0.03212706,-8.984406,0.031105282,-8.886152,0.055678237,-8.902513,0.04174975,-8.902513,0.04174975,137,5.7707458,1.0917572,0.81816226
18.340612,0.0411491835,20.2437182,0.0631934841,19.304784,0.1405161601,156,204.2456680558,32.16865728,813.2354,866.59454,-7.6650734,0.028289378,-7.793095,0.028480124,-7.9309535,0.04101176,-7.9231014,0.034808744,-7.793095,0.028480124,146,20.141836,1.428515,0.028793689,156,204.2456260936,32.1686583172,813.2354,866.59454,-6.9896183,0.05094189,-7.3754,0.049642984,-7.5134478,0.062226146,-7.57113,0.0494038,-7.3754,0.049642984,116,20.141836,1.428515,0.022598257,156,204.245637919,32.1686663364,813.2354,866.59454,-7.7915545,0.073118754,-7.8980184,0.06776741,-8.079787,0.11619894,-8.08439,0.09516894,-7.8980184,0.06776741,90,20.141836,1.428515,0.16943178
17.2117685,0.0163347595,19.082454,0.0253547285,18.081186,0.0877367424,157,204.2450675115,32.1679584426,820.4504,856.6048,-8.973407,0.013947365,-9.051101,0.013983143,-9.059797,0.015985416,-9.055894,0.01567149,-9.051101,0.013983143,344,-28.097807,1.1307937,0.034960296,157,204.2450258389,32.1679594956,820.4504,856.6048,-8.550948,0.020023294,-8.6933365,0.0200094,-8.674712,0.02283723,-8.6702175,0.022343213,-8.6933365,0.0200094,272,-28.097807,1.1307937,0.027636554,157,204.245037483,32.1679672676,820.4504,856.6048,-9.2219305,0.030778611,-9.277691,0.029524745,-9.303385,0.038146276,-9.3001,0.037106793,-9.277691,0.029524745,206,-28.097807,1.1307937,0.7554016
125.2715655,99.000000057,20.1173793,0.0552241391,20.6570934,0.3977918657,158,204.3120166721,32.1687040193,12.381307,870.2345,-5.0898943,0.085506484,-5.1775355,0.08580391,99,99,-4.9440117,0.13653511,-4.9440117,0.13653511,9,-44.433796,1.6846628,0.6515054,158,204.311962653,32.168717325,12.381307,870.2345,99,99,99,99,-7.6397867,0.05411453,-4.523343,0.20564865,-4.523343,0.20564865,3,-44.433796,1.6846628,0.37080148,158,204.3119967599,32.1687267468,12.381307,870.2345,-3.3106513,1.2058733,-6.506269,0.12834582,-6.7274776,0.38986635,99,99,99,99,4,-44.433796,1.6846628,0.5326625
18.555945,0.0495940775,20.333068,0.0682639691,19.4088387,0.1502728194,159,204.2892641661,32.1681776523,286.9851,861.65344,-7.5841813,0.030385245,-7.7344937,0.030629672,-7.7156205,0.049480114,-7.703131,0.038740903,-7.703131,0.038740903,148,7.604212,1.009749,0.14627948,159,204.2892144121,32.1681868428,286.9851,861.65344,-7.3228817,0.039042626,-7.549735,0.038910456,-7.424098,0.067369476,-7.4725103,0.049511466,-7.4725103,0.049511466,127,7.604212,1.009749,0.08524056,159,204.289240893,32.1681956135,286.9851,861.65344,-7.6442833,0.08449169,-7.781571,0.07683894,-7.9757323,0.12782536,-7.723056,0.12063009,-7.723056,0.12063009,68,7.604212,1.009749,0.5601264
20.5387505,0.2942214883,20.910266,0.1134859941,20.8512005,0.4868113114,160,204.2867621544,32.1681096715,317.18195,860.5694,-5.2741175,0.11842012,-5.9224176,0.10822046,-5.732815,0.2942023,-5.931422,0.15859473,-5.931422,0.15859473,33,67.14405,1.2630092,0.63760567,160,204.2867128721,32.1681184114,317.18195,860.5694,-5.8012843,0.079868115,-6.0443854,0.079500295,-6.8469,0.1129502,-6.572439,0.09434586,-6.572439,0.09434586,39,67.14405,1.2630092,0.51089466,160,204.2867385147,32.1681271071,317.18195,860.5694,-6.0300536,0.18865481,-6.198577,0.16853094,-6.5333705,0.4803568,-6.3930626,0.34856915,-6.3930626,0.34856915,22,67.14405,1.2630092,0.4350557
