J-Ks,J-Ks_err,H-Ks,H-Ks_err,J-H,J-H_err,M_calibrated_K=MAG_APER_K+26.445934±0.0033441332,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.93667±0.0224088083,M_calibrated_err_J,M_calibrated_H,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
1.4639764,0.3350863978,,,,,20.1137063,0.2190923532,21.5776827,0.253537837,,,328,158.3215611718,59.1552663828,48.801006,596.97833,-5.8532195,0.08819947,-6.181331,0.08901265,-6.3322277,0.21906683,-6.0257773,0.11950607,-6.0257773,0.11950607,24,-12.738698,2.638981,0.6656633,328,158.3215871286,59.1552598804,48.801006,596.97833,-3.7787719,0.6491149,-6.9743896,0.06910448,-6.3589873,0.2525456,-3.8716147,0.9914256,-3.8716147,0.9914256,7,-12.738698,2.638981,0.4758559,,,,,,,,,,,,,,,,,,,
-98.8240583,102.3922061411,,,,,125.445934,99.0000000565,26.6218757,26.1374036061,,,329,158.3061825329,59.1551267642,161.53188,594.7798,-4.289382,0.1834514,-4.63665,0.18461955,99,99,-5.0535245,0.20286483,-5.0535245,0.20286483,8,-0.63216114,1.3784175,0.50326765,329,158.306199313,59.155117516,161.53188,594.7798,99,99,99,99,-1.3147943,26.137394,-2.2981281,2.9406543,-2.2981281,2.9406543,0,-0.63216114,1.3784175,0.0192842,,,,,,,,,,,,,,,,,,,
1.6240683,0.3031751774,,,,,19.90616,0.1813822304,21.5302283,0.2429314197,,,330,158.2175228899,59.154509862,811.4578,585.29944,-5.9815245,0.08152625,-6.2812862,0.08256408,-6.539774,0.1813514,-6.304556,0.12860137,-6.304556,0.12860137,33,-69.91383,1.3271394,0.8467167,330,158.2174866804,59.1544848763,811.4578,585.29944,-5.1980915,0.18666965,-7.115501,0.07033534,-6.4064417,0.24189568,-6.0098343,0.19736716,-6.0098343,0.19736716,18,-69.91383,1.3271394,0.52163076,,,,,,,,,,,,,,,,,,,
1.7080469,0.3319474168,,,,,19.9508254,0.1888736474,21.6588723,0.2729758833,,,331,158.3210994439,59.1543335105,52.160347,583.6341,-6.270556,0.067477144,-6.5032153,0.06865609,-6.4951086,0.18884404,-6.2346106,0.10623542,-6.2346106,0.10623542,32,43.638504,1.7852356,0.7518747,331,158.3211257365,59.1543263658,52.160347,583.6341,-3.2858984,1.1228194,-6.481516,0.11742267,-6.2777977,0.27205455,-4.4950104,0.6018142,-4.4950104,0.6018142,10,43.638504,1.7852356,0.43564847,,,,,,,,,,,,,,,,,,,
105.700814,99.0018962485,,,,,21.235856,0.6123386716,126.93667,99.0000025361,,,332,158.1846623561,59.1542977909,1052.3505,582.242,-7.2665253,0.035170574,-7.3662863,0.03557692,-5.210078,0.61232954,-7.132355,0.048143458,-7.132355,0.048143458,26,-33.054775,1.3735759,0.91778517,332,158.1846065128,59.154266973,1052.3505,582.242,99,99,99,99,99,99,99,99,99,99,0,-33.054775,1.3735759,0.019272702,,,,,,,,,,,,,,,,,,,
105.935662,99.0012335571,,,,,21.001008,0.493704026,126.93667,99.0000025361,,,333,158.2277172836,59.1543792114,736.7244,583.46344,-5.3118434,0.11521824,-5.668586,0.11577338,-5.444926,0.4936927,-5.623854,0.14837904,-5.623854,0.14837904,18,26.069647,1.1179847,0.6149797,333,158.2276872967,59.1543559155,736.7244,583.46344,-4.782441,0.21156304,-5.902304,0.14246155,99,99,-5.469194,0.19971804,-5.469194,0.19971804,14,26.069647,1.1179847,0.42975593,,,,,,,,,,,,,,,,,,,
107.4008846,99.0000872899,,,,,19.5357854,0.1295424915,126.93667,99.0000025361,,,334,158.1865523984,59.154130319,1038.4952,579.84576,-6.3115935,0.05694145,-6.4314938,0.05772061,-6.9101486,0.12949932,-6.56112,0.08395475,-6.4314938,0.05772061,14,74.692696,1.0611297,0.977047,334,158.1864978028,59.1540997285,1038.4952,579.84576,99,99,99,99,99,99,99,99,99,99,0,74.692696,1.0611297,0.019272702,,,,,,,,,,,,,,,,,,,
107.3398952,99.0000971835,,,,,19.5967748,0.1368948022,126.93667,99.0000025361,,,335,158.1860835654,59.1537587064,1041.9327,574.533,-6.3389473,0.061203714,-6.512627,0.062263317,-6.8491592,0.13685395,-6.32472,0.091530964,-6.512627,0.062263317,24,-21.377825,1.1986775,0.9468409,335,158.1860289331,59.1537278105,1041.9327,574.533,99,99,99,99,99,99,99,99,99,99,0,-21.377825,1.1986775,0.019272702,,,,,,,,,,,,,,,,,,,
1.3911333,0.3147615501,,,,,20.0851533,0.2134870934,21.4762866,0.2312965507,,,336,158.3198202463,59.1540128707,61.529213,579.0319,-5.244514,0.12586074,-5.714733,0.12331218,-6.3607807,0.2134609,-5.876289,0.19030361,-5.876289,0.19030361,21,-14.412241,1.4908309,0.55283445,336,158.319845979,59.1540053114,61.529213,579.0319,-4.0153246,0.43520585,-7.2109423,0.04878996,-6.4603834,0.23020847,-6.0078826,0.19896953,-6.0078826,0.19896953,9,-14.412241,1.4908309,0.4023433,,,,,,,,,,,,,,,,,,,
107.008251,99.0001755336,,,,,19.928419,0.1850771148,126.93667,99.0000025361,,,337,158.1882720287,59.1538071655,1025.8893,575.2242,-6.033907,0.079459414,-6.331538,0.08048909,-6.517515,0.1850469,-6.0830693,0.12604691,-6.0830693,0.12604691,31,-49.30568,1.1947019,0.82621443,337,158.1882186811,59.1537766788,1025.8893,575.2242,99,99,99,99,99,99,99,99,99,99,0,-49.30568,1.1947019,0.019272702,,,,,,,,,,,,,,,,,,,
3.518489,0.1298934888,,,,,17.451868,0.0187078509,20.970357,0.1285392343,,,338,158.3272830293,59.1529242995,6.7896852,563.57416,-9.1366415,0.012745001,-9.18665,0.012809522,-8.994066,0.018406533,-9.056577,0.015056288,-9.056577,0.015056288,159,-33.385643,1.2733579,0.98357874,338,158.3273139768,59.1529173752,6.7896852,563.57416,-6.7576947,0.107179835,-9.953313,0.01264798,-6.966313,0.12657085,-6.7680774,0.12425709,-6.7680774,0.12425709,97,-33.385643,1.2733579,0.0003299325,,,,,,,,,,,,,,,,,,,
6.76337942,92.1037482089,,,,,21.22615,0.6068902136,27.98952942,92.1017487261,,,339,158.183803834,59.1534699274,1058.6459,570.40643,-7.3043213,0.032685224,-7.382297,0.03297511,-5.219784,0.606881,-7.050616,0.053706255,-7.050616,0.053706255,29,4.1842337,1.5159261,0.9980158,339,158.1837480209,59.1534384615,1058.6459,570.40643,2.8125572,352.78442,-0.38306043,36.63998,0.05285942,92.101746,2.0380702,252.66895,2.0380702,252.66895,0,4.1842337,1.5159261,0.052083824,,,,,,,,,,,,,,,,,,,
1.6481065,0.4672692669,,,,,20.365484,0.2757830761,22.0135905,0.3772058625,,,340,158.2385126619,59.1534184793,657.5768,569.7735,-5.1218014,0.121295266,-5.4234743,0.12281396,-6.08045,0.2757628,-5.702509,0.19065972,-5.702509,0.19065972,16,76.04442,1.4214085,0.53821224,340,158.2384898076,59.1533964768,657.5768,569.7735,-3.8134363,0.44436693,-7.0090537,0.05101313,-5.9230795,0.37653965,-5.382162,0.30029568,-5.382162,0.30029568,6,76.04442,1.4214085,0.37503195,,,,,,,,,,,,,,,,,,,
105.4659233,99.002918238,,,,,21.4707467,0.7598141092,126.93667,99.0000025361,,,341,158.1876644261,59.1532619422,1030.3444,567.4292,-5.426273,0.11410158,-5.8644037,0.1127302,-4.9751873,0.75980675,-5.9064374,0.11441468,-5.8644037,0.1127302,14,-34.76378,1.2369453,0.6609302,341,158.1876110729,59.1532310214,1030.3444,567.4292,99,99,99,99,99,99,99,99,99,99,0,-34.76378,1.2369453,0.019272702,,,,,,,,,,,,,,,,,,,
106.0864324,99.0009353516,,,,,20.8502376,0.429765451,126.93667,99.0000025361,,,342,158.324281495,59.1530465389,28.79756,565.27844,-5.912665,0.07871456,-6.134408,0.08011184,-5.5956964,0.42975244,-6.0223193,0.1159728,-6.134408,0.08011184,23,-34.341084,2.6685963,0.8711221,342,158.3243105528,59.1530391689,28.79756,565.27844,-2.58685,1.7859229,-5.782468,0.1862111,99,99,-4.349181,0.6177378,-5.782468,0.1862111,2,-34.341084,2.6685963,0.35226405,,,,,,,,,,,,,,,,,,,
5.9913442,7.0605689353,,,,,19.209419,0.0964184606,25.2007632,7.0599105639,,,343,158.3216048264,59.1529596429,48.417965,563.9981,-7.074789,0.03971728,-7.190183,0.040243145,-7.236515,0.09636045,-7.1182323,0.050713684,-7.190183,0.040243145,35,-2.4591208,1.6332555,0.9128265,343,158.3216323281,59.1529517575,48.417965,563.9981,99,99,99,99,-2.7359068,7.059875,99,99,99,99,7,-2.4591208,1.6332555,0.42542568,,,,,,,,,,,,,,,,,,,
5.44009,19.2202055461,,,,,20.8478186,0.4289187967,26.2879086,19.2154190665,,,344,158.3230780794,59.1529531592,37.617275,563.9262,-6.178124,0.07404284,-6.470105,0.07504543,-5.5981154,0.42890576,-6.322406,0.09697367,-6.470105,0.07504543,21,-67.90066,1.2933314,0.8010135,344,158.3231064734,59.1529455248,37.617275,563.9262,-3.305566,1.124367,-6.5011835,0.117551394,-1.6487614,19.215406,-4.3172293,0.6975777,-6.5011835,0.117551394,9,-67.90066,1.2933314,0.34986502,,,,,,,,,,,,,,,,,,,
1.8407475,0.2165922779,,,,,19.386179,0.1131285239,21.2269265,0.1847001676,,,345,158.2408837917,59.1529120769,640.189,562.54504,-6.979759,0.04595164,-7.160036,0.04675732,-7.059755,0.113079086,-7.035537,0.061891124,-7.035537,0.061891124,70,-84.4968,1.4134637,0.84187406,345,158.2408626989,59.1528901804,640.189,562.54504,-6.2088013,0.10228648,-6.9464555,0.0853118,-6.7097435,0.18333575,-6.667271,0.099874884,-6.667271,0.099874884,46,-84.4968,1.4134637,0.17911841,,,,,,,,,,,,,,,,,,,
109.527485,99.0000045875,,,,,17.409185,0.0201534604,126.93667,99.0000025361,,,346,158.186210174,59.1522054825,1041.0072,552.3255,-9.017892,0.015018911,-9.099952,0.015160052,-9.036749,0.019874072,-9.028704,0.0200234,-9.099952,0.015160052,175,-49.10231,1.4294063,0.9829113,346,158.1861566434,59.1521736725,1041.0072,552.3255,99,99,99,99,99,99,99,99,99,99,0,-49.10231,1.4294063,0.019272702,,,,,,,,,,,,,,,,,,,
11.14751321,103.879963398,,,,,16.972768,0.014276561,28.12028121,103.879962417,,,347,158.1835415398,59.1519858597,1060.5721,549.1881,-9.5115595,0.009323771,-9.536517,0.009340361,-9.473166,0.013879372,-9.509824,0.010797801,-9.536517,0.009340361,114,-56.56225,2.443908,0.98221266,347,158.1834865488,59.1519534539,1060.5721,549.1881,0.9416019,114.704926,-2.2540157,11.913187,0.18361121,103.87996,0.0304549,65.02433,-2.2540157,11.913187,0,-56.56225,2.443908,0.048097942,,,,,,,,,,,,,,,,,,,
9.66268728,61.3382984291,,,,,17.885372,0.029998838,27.54805928,61.3382910933,,,348,158.1834064096,59.1526409812,1061.5613,558.55493,-8.892908,0.009987282,-8.897937,0.0099881,-8.560562,0.029811861,-8.905236,0.011260883,-8.897937,0.0099881,20,-69.79184,1.0803407,0.99940616,348,158.1833509047,59.1526089468,1061.5613,558.55493,2.510883,183.13065,-0.68473464,19.019846,-0.38861072,61.338287,2.4615164,282.8554,-0.68473464,19.019846,0,-69.79184,1.0803407,0.05039882,,,,,,,,,,,,,,,,,,,
9.9074669,17.2459918014,,,,,16.350971,0.0087954314,26.2584379,17.2459895586,,,349,158.1823126714,59.1522791934,1069.5806,553.38354,-10.244522,0.005784598,-10.2548485,0.005786726,-10.094963,0.008134887,-10.2032175,0.0062785917,-10.2548485,0.005786726,117,-39.63486,1.7141943,0.9807641,349,158.1822567475,59.152246751,1069.5806,553.38354,-0.591544,27.10655,-3.7871616,2.8152783,-1.6782321,17.245975,-1.0350796,21.3023,-3.7871616,2.8152783,0,-39.63486,1.7141943,0.047530938,,,,,,,,,,,,,,,,,,,
1.561308,0.5770554059,,,,,20.650959,0.3581746118,22.212267,0.4524421388,,,350,158.2965478743,59.152958393,232.11212,563.6637,-4.3218355,0.18573992,-4.717044,0.1852984,-5.794975,0.358159,-5.113715,0.19545849,-5.113715,0.19545849,10,-75.21536,1.4052083,0.49500003,350,158.2965602769,59.1529461696,232.11212,563.6637,-1.7634993,2.1417677,-4.959117,0.22436489,-5.724403,0.45188686,-2.022187,3.856704,-2.022187,3.856704,3,-75.21536,1.4052083,0.35673693,,,,,,,,,,,,,,,,,,,
2.32851,0.2922814441,,,,,19.326168,0.1071387571,21.654678,0.2719369951,,,351,158.3225073834,59.1520474567,41.77616,550.96875,-6.7002254,0.05557914,-6.9369664,0.056542408,-7.119766,0.107086554,-6.8467426,0.0917497,-6.9369664,0.056542408,37,-0.042588178,2.232505,0.8935676,351,158.3225360296,59.1520391775,41.77616,550.96875,-4.1974497,0.5957575,-7.3930674,0.06288466,-6.281992,0.27101213,-5.2674203,0.452862,-7.3930674,0.06288466,19,-0.042588178,2.232505,0.5059971,,,,,,,,,,,,,,,,,,,
2.463643,0.3118536069,,,,,19.2785146,0.1026319667,21.7421576,0.2944814961,,,352,158.3212552139,59.1520372266,50.955864,550.80493,-6.297284,0.06857456,-6.5616627,0.069662906,-7.1674194,0.10257747,-6.8502913,0.09118599,-6.5616627,0.069662906,30,3.9354987,1.3487581,0.75614464,352,158.3212831121,59.1520287245,50.955864,550.80493,-3.7077715,0.80000836,-6.903389,0.084115684,-6.1945124,0.29362765,-5.6987667,0.3042606,-6.903389,0.084115684,10,3.9354987,1.3487581,0.4820859,,,,,,,,,,,,,,,,,,,
1.1375443,0.3599381924,,,,,20.3542287,0.2729893437,21.491773,0.2345896857,,,353,158.3007949639,59.1520348258,200.9553,550.5077,-5.8182464,0.091753855,-6.184331,0.09204771,-6.0917053,0.27296886,-6.031034,0.11655035,-6.031034,0.11655035,35,13.872868,1.3330686,0.45094368,353,158.3008105338,59.152022781,200.9553,550.5077,-4.763095,0.26937443,-7.9587126,0.031743504,-6.444897,0.23351695,-5.133264,0.30635002,-5.133264,0.30635002,15,13.872868,1.3330686,0.4905271,,,,,,,,,,,,,,,,,,,
2.5145583,0.4108010404,,,,,19.5346367,0.1294491227,22.049195,0.3898723117,,,354,158.2615430512,59.1516408491,488.7159,544.4992,-6.143468,0.076826714,-6.464979,0.077603735,-6.9112973,0.12940592,-6.550911,0.12575814,-6.550911,0.12575814,37,-14.477429,1.2432542,0.82304543,354,158.2615352362,59.1516217677,488.7159,544.4992,-5.1754413,0.20780897,-8.371058,0.02537857,-5.887475,0.38922778,-5.874332,0.273913,-5.874332,0.273913,21,-14.477429,1.2432542,0.45331687,,,,,,,,,,,,,,,,,,,
4.8527966,2.8143940212,,,,,19.3480727,0.1092832382,24.2008693,2.8122714806,,,355,158.1967243121,59.1514810331,963.9252,541.96454,-6.5975533,0.062800564,-6.9304895,0.063336715,-7.0978613,0.10923206,-6.996641,0.10291872,-6.996641,0.10291872,65,-39.66985,1.305662,0.1053208,355,158.1966775854,59.1514506122,963.9252,541.96454,-1.4198706,7.978817,-4.6154885,0.8287447,-3.7358007,2.8121822,-3.4059756,3.2562497,-3.4059756,3.2562497,0,-39.66985,1.305662,0.019336637,,,,,,,,,,,,,,,,,,,
-0.1087363,0.0716846836,,,,,18.7771193,0.0654407813,18.668383,0.0292608615,,,356,158.2037565954,59.1513861865,912.3685,540.6132,-7.677764,0.028864294,-7.773991,0.029185914,-7.6688147,0.06535528,-7.7254686,0.035598382,-7.7254686,0.035598382,80,74.49406,1.2744664,0.97807235,356,158.2037141626,59.1513569292,912.3685,540.6132,-7.7871046,0.029914202,-7.869696,0.029714849,-9.268287,0.018816039,-8.294002,0.025452407,-8.294002,0.025452407,82,74.49406,1.2744664,0.47728616,,,,,,,,,,,,,,,,,,,
2.770484,1.3130035106,,,,,20.566781,0.3315321464,23.337265,1.2704584427,,,357,158.3231059172,59.1515200441,37.373577,543.43646,-6.03029,0.08909574,-6.5406766,0.0862738,-5.879153,0.33151528,-6.115757,0.19499516,-6.5406766,0.0862738,29,35.22716,1.0879139,0.7095104,357,158.3231352712,59.1515115505,37.373577,543.43646,99,99,99,99,-4.599405,1.2702608,-2.0973225,9.224004,99,99,7,35.22716,1.0879139,0.36643583,,,,,,,,,,,,,,,,,,,
-102.9325943,99.0011156414,,,,,125.445934,99.0000000565,22.5133397,0.4699862267,,,358,158.3277456882,59.1514542679,3.3558002,542.563,-6.447343,0.058796216,-6.628654,0.059828877,99,99,-6.2499633,0.09576256,-6.628654,0.059828877,31,-58.957527,1.6701895,0.9614518,358,158.3277778821,59.1514465374,3.3558002,542.563,99,99,99,99,-5.4233303,0.4694517,99,99,99,99,5,-58.957527,1.6701895,0.39247087,,,,,,,,,,,,,,,,,,,
-103.221255,99.0006510818,,,,,125.445934,99.0000000565,22.224679,0.3590312613,,,359,158.3277657294,59.1507874729,3.189772,533.0297,-6.6208816,0.04799666,-6.726761,0.048584145,99,99,-5.3375187,0.19039729,-6.726761,0.048584145,29,-85.33214,1.4742088,0.95823747,359,158.3277983742,59.1507793439,3.189772,533.0297,-4.1577682,0.47065794,-7.353386,0.051080108,-5.711991,0.35833126,-4.4955497,0.47984225,-7.353386,0.051080108,11,-85.33214,1.4742088,0.48081508,,,,,,,,,,,,,,,,,,,
3.9225384,0.2676051134,,,,,17.709231,0.025840176,21.6317694,0.2663546171,,,360,158.3258630986,59.1509866123,17.144588,535.8492,-8.761653,0.01774511,-8.86337,0.017954085,-8.736703,0.02562287,-8.9339075,0.02195678,-8.86337,0.017954085,187,-0.5404009,2.985901,0.8904529,360,158.3258944656,59.1509782741,17.144588,535.8492,-5.8342385,0.26459327,-9.029857,0.02804575,-6.3049006,0.2654103,-5.335462,0.65593225,-9.029857,0.02804575,73,-0.5404009,2.985901,0.0032691022,,,,,,,,,,,,,,,,,,,
1.234725,0.09070215,,,,,18.800912,0.0643103162,20.035637,0.06396142,,,361,158.3266114732,59.1503913897,11.640988,527.3498,-8.197106,0.023819972,-8.31535,0.024142087,-7.645022,0.06422331,-7.93785,0.03889324,-8.31535,0.024142087,133,3.8377402,2.241722,0.3293911,361,158.3266436829,59.1503828222,11.640988,527.3498,-7.559644,0.046373345,-7.8864713,0.044627123,-7.901033,0.0599075,-7.7502513,0.05331023,-7.8864713,0.044627123,128,3.8377402,2.241722,0.02453092,,,,,,,,,,,,,,,,,,,
2.9117807,0.5192388131,,,,,19.4222123,0.1169047203,22.333993,0.5059073348,,,362,158.2602109108,59.1514868893,498.48013,542.2882,-5.7632966,0.09708248,-6.1881623,0.096221715,-7.0237217,0.11685688,-6.5581717,0.12815455,-6.5581717,0.12815455,33,-4.968786,1.0755211,0.63501924,362,158.260202395,59.1514674843,498.48013,542.2882,-4.322003,0.40554067,-7.5176206,0.044651214,-5.602677,0.5054108,-5.0962973,0.5732082,-5.0962973,0.5732082,12,-4.968786,1.0755211,0.3817615,,,,,,,,,,,,,,,,,,,
0.40794,0.0794407777,,,,,18.845502,0.0695641472,19.253442,0.0383623068,,,363,158.2075508363,59.1512697051,884.551,538.95264,-7.564229,0.031457942,-7.675787,0.031862084,-7.600432,0.06948372,-7.60929,0.03915817,-7.60929,0.03915817,81,-32.295124,1.1953295,0.9810483,363,158.2075107635,59.1512410361,884.551,538.95264,-7.573399,0.03545882,-7.6834874,0.035145964,-8.683228,0.031136986,-7.919792,0.034689784,-7.919792,0.034689784,83,-32.295124,1.1953295,0.06977015,,,,,,,,,,,,,,,,,,,
107.276312,99.0001087184,,,,,19.660358,0.1449968988,126.93667,99.0000025361,,,364,158.1878574662,59.1511616151,1028.932,537.39935,-6.526745,0.057531808,-6.720291,0.058557212,-6.785576,0.14495833,-6.5053453,0.08432787,-6.720291,0.058557212,28,-59.506775,1.2105801,0.84563625,364,158.1878056157,59.1511294621,1028.932,537.39935,99,99,99,99,99,99,99,99,99,99,0,-59.506775,1.2105801,0.019272702,,,,,,,,,,,,,,,,,,,
105.5105476,99.0026884516,,,,,21.4261224,0.7292588676,126.93667,99.0000025361,,,365,158.1870247322,59.1493011028,1035.0399,510.79907,-7.2031775,0.03571263,-7.2970433,0.036100548,-5.0198116,0.7292512,-6.295889,0.10404234,-7.2970433,0.036100548,34,-46.36673,1.2236859,0.90972155,365,158.1869736089,59.1492676839,1035.0399,510.79907,99,99,99,99,99,99,99,99,99,99,0,-46.36673,1.2236859,0.019272702,,,,,,,,,,,,,,,,,,,
108.459216,99.0000152574,,,,,18.477454,0.0501877977,126.93667,99.0000025361,,,366,158.186933633,59.1503432584,1035.7063,525.6995,-7.958565,0.025896331,-8.06398,0.026211984,-7.96848,0.05007626,-8.0805855,0.031128107,-8.06398,0.026211984,74,77.703636,1.4992883,0.9679562,366,158.1868817671,59.1503104518,1035.7063,525.6995,99,99,99,99,99,99,99,99,99,99,0,77.703636,1.4992883,0.019272702,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,367,158.1875986761,59.1498349948,1030.831,518.432,-6.216855,0.059429757,-6.336307,0.06024041,99,99,-6.03451,0.09895337,-6.336307,0.06024041,15,-39.2715,1.318312,0.65268636,367,158.1875475458,59.1498019974,1030.831,518.432,99,99,99,99,99,99,99,99,99,99,0,-39.2715,1.318312,0.019272702,,,,,,,,,,,,,,,,,,,
1.65522,0.1176592814,,,,,18.8263523,0.0683792225,20.4815723,0.0957496132,,,368,158.3085227167,59.150817064,144.27124,533.1905,-7.745424,0.031997267,-7.918456,0.032550447,-7.6195817,0.0682974,-7.707736,0.042428028,-7.707736,0.042428028,112,81.71897,1.1477387,0.09370114,368,158.3085437449,59.1508056229,144.27124,533.1905,-6.988195,0.07025809,-7.6628327,0.060311157,-7.4550977,0.09309046,-7.03871,0.08910927,-7.03871,0.08910927,85,81.71897,1.1477387,0.14215687,,,,,,,,,,,,,,,,,,,
107.851391,99.0000401108,,,,,19.085279,0.0862541715,126.93667,99.0000025361,,,369,158.1848656302,59.1508873402,1050.8671,533.4804,-7.655521,0.028588574,-7.7437067,0.02887932,-7.360655,0.08618932,-7.3384237,0.054478277,-7.7437067,0.02887932,50,-66.25831,1.5737383,0.9762444,369,158.184812161,59.1508545024,1050.8671,533.4804,99,99,99,99,99,99,99,99,99,99,0,-66.25831,1.5737383,0.0006367335,,,,,,,,,,,,,,,,,,,
-98.12488455,110.8050813352,,,,,125.445934,99.0000000565,27.32104945,49.767118045,,,370,158.1836400205,59.150620623,1059.8533,529.66833,-5.454483,0.090312615,-5.6148167,0.09182193,99,99,-4.672157,0.2729316,-5.6148167,0.09182193,6,8.4026985,1.0987068,0.65055853,370,158.1835859901,59.1505874116,1059.8533,529.66833,3.2769392,290.31912,0.081321396,30.15238,-0.61562055,49.767113,2.115982,163.26854,0.081321396,30.15238,0,8.4026985,1.0987068,0.050970856,,,,,,,,,,,,,,,,,,,
107.2114854,99.0001220426,,,,,19.7251846,0.1538255147,126.93667,99.0000025361,,,371,158.3213755257,59.1508297344,50.040894,533.54236,-5.6180987,0.09826488,-5.945889,0.09917525,-6.7207494,0.15378916,-6.6511087,0.14342387,-6.6511087,0.14342387,18,-65.432625,1.3810025,0.75471586,371,158.3214042911,59.1508205253,50.040894,533.54236,-3.1598904,1.0264624,-6.3555083,0.1079421,99,99,99,99,99,99,7,-65.432625,1.3810025,0.3688441,,,,,,,,,,,,,,,,,,,
2.8674021,0.6600750224,,,,,19.7265345,0.1540143901,22.5939366,0.6418555935,,,372,158.2525225662,59.1506472353,554.8358,530.2305,-5.043546,0.14953928,-5.75735,0.13392372,-6.7193995,0.15397808,-6.4529366,0.15780462,-6.4529366,0.15780462,17,-85.72628,1.6286598,0.51174015,372,158.2525099743,59.1506259915,554.8358,530.2305,-3.7067556,0.57549435,-6.9023733,0.06252931,-5.3427334,0.6414643,-4.888392,0.7794371,-4.888392,0.7794371,6,-85.72628,1.6286598,0.35323045,,,,,,,,,,,,,,,,,,,
-2.511629,0.4945781315,,,,,21.001111,0.4938047537,18.489482,0.0276476664,,,373,158.2063052755,59.1505374356,893.6809,528.4812,-5.878032,0.08809744,-6.222219,0.088701084,-5.444823,0.49379343,-6.263234,0.09426795,-6.263234,0.09426795,30,75.360886,1.3140745,0.77346295,373,158.2062649364,59.150508109,893.6809,528.4812,-6.3102345,0.070444405,-6.4784317,0.06945254,-9.447188,0.016193788,-7.4638386,0.03909984,-7.4638386,0.03909984,30,75.360886,1.3140745,0.9166811,,,,,,,,,,,,,,,,,,,
1.8622694,0.1989747594,,,,,19.2763082,0.1024223982,21.1385776,0.1705890009,,,374,158.2858589277,59.1501858322,310.419,523.9087,-6.773346,0.053409304,-7.003668,0.054346293,-7.1696258,0.10236779,-7.142598,0.07025049,-7.142598,0.07025049,53,61.217617,1.5212988,0.955268,374,158.2858667169,59.1501700865,310.419,523.9087,-5.577856,0.17499234,-8.773474,0.021210875,-6.7980924,0.16911077,-6.2792583,0.17902884,-6.2792583,0.17902884,30,61.217617,1.5212988,0.24641618,,,,,,,,,,,,,,,,,,,
-1.4698622,6.2635969367,,,,,23.7602982,6.2447148954,22.290436,0.4859860698,,,375,158.2759670615,59.1503288695,382.94537,525.8594,-4.979655,0.13673376,-5.3685455,0.13658357,-2.6856358,6.244714,-5.572424,0.2180647,-5.572424,0.2180647,14,-28.58991,1.0905291,0.58487767,375,158.275968798,59.1503114966,382.94537,525.8594,-3.4640405,0.6092876,-6.6596584,0.06690852,-5.646234,0.48546916,-5.058009,0.41059074,-5.058009,0.41059074,7,-28.58991,1.0905291,0.3587184,,,,,,,,,,,,,,,,,,,
-97.57610067,128.864294784,,,,,125.445934,99.0000000565,27.86983333,82.4924630436,,,376,158.1838047168,59.1498209885,1058.6475,518.2353,-7.2414923,0.035011206,-7.334459,0.035387725,99,99,-7.3397794,0.04137913,-7.334459,0.035387725,38,-11.8235235,1.3575816,0.92165345,376,158.1837513134,59.1497873238,1058.6475,518.2353,2.5258849,279.00958,-0.6697328,28.97777,-0.06683667,82.49246,2.619417,422.32364,-0.6697328,28.97777,0,-11.8235235,1.3575816,0.049403727,,,,,,,,,,,,,,,,,,,
-99.0201987,101.3611424389,,,,,125.445934,99.0000000565,26.4257353,21.7504295436,,,377,158.1830742944,59.1497521272,1064.0029,517.2516,-5.939005,0.06044813,-6.012306,0.060946964,99,99,-4.7230935,0.24327798,-6.012306,0.060946964,8,-69.301285,1.0425775,0.9960345,377,158.1830204971,59.1497182942,1064.0029,517.2516,2.3341026,118.58345,-0.8615149,12.316029,-1.5109347,21.750418,1.2811887,70.29941,-0.8615149,12.316029,0,-69.301285,1.0425775,0.048651926,,,,,,,,,,,,,,,,,,,
