J-Ks,J-Ks_err,H-Ks,H-Ks_err,J-H,J-H_err,M_calibrated_K=MAG_APER_K+26.445934±0.0033441332,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.93667±0.0224088083,M_calibrated_err_J,M_calibrated_H,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
10.3308527,698.9850219569,,,,,19.859194,0.1737612728,30.1900467,698.9850003592,,,203,158.1867146219,59.1857102484,1037.2562,1031.3636,-5.8070493,0.09354454,-6.198604,0.09339177,-6.58674,0.17372909,-6.1958246,0.16743799,-6.198604,0.09339177,17,-79.41216,1.6003343,0.62528956,203,158.1866392527,59.1856987139,1037.2562,1031.3636,5.358692,2971.1167,2.1630743,308.5784,2.2533767,698.985,3.0646641,985.932,2.1630743,308.5784,0,-79.41216,1.6003343,0.0006549198,,,,,,,,,,,,,,,,,,,
7.44194434,49.7746457163,,,,,19.8795916,0.1769894857,27.32153594,49.7743310443,,,204,158.219407746,59.185702172,797.80975,1031.2804,-5.8974752,0.09691108,-6.4714575,0.091869436,-6.5663424,0.17695789,-6.5693536,0.17158294,-6.5693536,0.17158294,27,39.274292,1.0919211,0.5960405,204,158.2193520708,59.1856963093,797.80975,1031.2804,1.5910894,105.5024,-1.6045283,10.957424,-0.61513406,49.774326,-0.56102973,50.834187,-0.56102973,50.834187,0,39.274292,1.0919211,0.047728658,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,205,158.2582240502,59.1885821932,513.5564,1072.6484,-5.492429,0.0958932,-5.7180386,0.09758747,99,99,-5.633804,0.13011043,-5.633804,0.13011043,14,40.64843,1.8576964,0.7663305,205,158.2581898604,59.1885847992,513.5564,1072.6484,99,99,99,99,99,99,99,99,99,99,0,40.64843,1.8576964,0.019272702,,,,,,,,,,,,,,,,,,,
106.5997143,99.0003671747,,,,,20.3369557,0.2686979308,126.93667,99.0000025361,,,206,158.1838057099,59.1852333941,1058.5624,1024.5486,-6.2668996,0.064919606,-6.4614296,0.06607755,-6.1089783,0.26867712,-5.906548,0.141129,-5.906548,0.141129,31,-89.61979,1.4557929,0.9463011,206,158.1837289048,59.185221067,1058.5624,1024.5486,99,99,99,99,99,99,99,99,99,99,0,-89.61979,1.4557929,0.000410547,,,,,,,,,,,,,,,,,,,
4.7858943,4.3964743346,,,,,19.899374,0.1802404957,24.6852683,4.3927781572,,,207,158.24982095,59.1856428822,575.0609,1030.568,-6.2482166,0.068185054,-6.481031,0.06937603,-6.54656,0.18020947,-6.393815,0.08618014,-6.393815,0.08618014,32,67.44138,1.1499566,0.92599094,207,158.2497836376,59.1856422601,575.0609,1030.568,-0.3794911,16.076221,-3.5751088,1.6697245,-3.2514017,4.392721,-1.2893741,10.606793,-1.2893741,10.606793,0,67.44138,1.1499566,0.022000302,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,208,158.1823275878,59.1852083561,1069.3884,1024.1924,-6.3862185,0.06037349,-6.5661983,0.061431505,99,99,-5.716597,0.14388323,-5.716597,0.14388323,24,89.55557,1.5781028,0.81156385,208,158.1822499094,59.1851957572,1069.3884,1024.1924,99,99,99,99,99,99,99,99,99,99,0,89.55557,1.5781028,0.019272702,,,,,,,,,,,,,,,,,,,
108.858763,99.0000088618,,,,,18.077907,0.0353905377,126.93667,99.0000025361,,,209,158.2003425931,59.1845309389,937.44257,1014.5015,-8.256498,0.023455793,-8.381069,0.023787038,-8.368027,0.035232186,-8.341565,0.028421171,-8.381069,0.023787038,164,65.10133,1.677007,0.91748685,209,158.2002762098,59.1845210608,937.44257,1014.5015,99,99,99,99,99,99,99,99,99,99,0,65.10133,1.677007,0.019272702,,,,,,,,,,,,,,,,,,,
10.396566,157.4144063011,,,,,18.174973,0.0384915508,28.571539,157.414401595,,,210,158.2021000961,59.1845257869,924.57,1014.4292,-8.264086,0.02079837,-8.338649,0.020973492,-8.270961,0.038346007,-8.289126,0.024531301,-8.338649,0.020973492,119,46.8028,1.0140486,0.98179424,210,158.2020347746,59.1845162109,924.57,1014.4292,3.0607069,679.4518,-0.13491076,70.56746,0.634869,157.4144,2.1281576,372.78693,-0.13491076,70.56746,0,46.8028,1.0140486,0.0005863229,,,,,,,,,,,,,,,,,,,
-103.3828755,99.0006270628,,,,,125.445934,99.0000000565,22.0630585,0.3523459097,,,211,158.3272046554,59.1690581944,7.824424,794.2489,-7.7064705,0.03159254,-7.8577576,0.032104015,99,99,-7.154287,0.06901385,-7.8577576,0.032104015,75,-47.955765,2.2763233,0.98298776,211,158.3272249316,59.1690609822,7.824424,794.2489,99,99,99,99,-5.8736115,0.3516326,-4.9243546,0.6122865,99,99,13,-47.955765,2.2763233,0.36588496,,,,,,,,,,,,,,,,,,,
-103.4256835,99.000495259,,,,,125.445934,99.0000000565,22.0202505,0.3131299205,,,212,158.3276181752,59.1685843466,4.780753,787.4801,-6.3747787,0.06191841,-6.571336,0.0630243,99,99,99,99,-6.571336,0.0630243,28,-27.060474,1.4352937,0.96460766,212,158.3276390129,59.1685869203,4.780753,787.4801,-4.900556,0.25865442,-8.096174,0.030176187,-5.9164195,0.31232706,-4.5210967,0.53752977,-8.096174,0.030176187,19,-27.060474,1.4352937,0.57610387,,,,,,,,,,,,,,,,,,,
0.6844287,1.0206872297,,,,,21.641607,0.8887218918,22.3260357,0.5019719315,,,213,158.2928763184,59.1710916487,259.41238,822.8853,-4.903697,0.13624673,-5.22817,0.13757084,-4.804327,0.8887156,-5.279427,0.17787176,-5.279427,0.17787176,12,72.58748,1.2530229,0.5331534,213,158.2928745584,59.1710897194,259.41238,822.8853,-3.8737936,0.38963035,-7.0694113,0.04683246,-5.6106343,0.5014715,-5.051711,0.25586504,-5.051711,0.25586504,7,72.58748,1.2530229,0.37013474,,,,,,,,,,,,,,,,,,,
106.271735,99.0006671147,,,,,20.664935,0.3627492149,126.93667,99.0000025361,,,214,158.2307333025,59.1707736449,714.7434,817.87646,-5.0511885,0.13649349,-5.5033803,0.13437477,-5.780999,0.3627338,-5.5276637,0.18549368,-5.5276637,0.18549368,15,21.106083,1.1304547,0.5481859,214,158.2306943113,59.1707607523,714.7434,817.87646,99,99,99,99,99,99,99,99,99,99,5,21.106083,1.1304547,0.35969642,,,,,,,,,,,,,,,,,,,
2.2515516,0.2557199527,,,,,19.244704,0.0995562712,21.4962556,0.235544567,,,215,158.307666639,59.1716362773,151.05426,830.84467,-7.0855355,0.04441181,-7.2778053,0.04520254,-7.20123,0.09950009,-7.24715,0.05507397,-7.24715,0.05507397,67,75.06626,1.586182,0.97080535,215,158.3076734359,59.1716372374,151.05426,830.84467,-6.0037417,0.13047613,-8.226276,0.038341146,-6.4404144,0.2344762,-6.125198,0.1747405,-6.125198,0.1747405,40,75.06626,1.586182,0.22249466,,,,,,,,,,,,,,,,,,,
2.3074977,0.3113824192,,,,,19.4139463,0.1159904426,21.721444,0.2889727119,,,216,158.3054255409,59.1703219493,167.44357,812.0252,-6.87058,0.046527803,-7.0233207,0.047285266,-7.0319877,0.115942225,-7.1329384,0.07147864,-7.1329384,0.07147864,51,-78.36967,1.2186708,0.9633892,216,158.3054318531,59.1703217292,167.44357,812.0252,-5.3948464,0.1920601,-8.590464,0.02316943,-6.215226,0.28810254,-5.441311,0.38804078,-5.441311,0.38804078,29,-78.36967,1.2186708,0.64685684,,,,,,,,,,,,,,,,,,,
-98.6187705,103.9123949534,,,,,125.445934,99.0000000565,26.8271635,31.5719149526,,,217,158.1833134907,59.1703429321,1062.2018,811.6509,-5.894408,0.081712574,-6.1468463,0.08306985,99,99,-5.560959,0.17162794,-5.560959,0.17162794,24,-9.579333,2.1709013,0.8089735,217,158.1832462356,59.1703215483,1062.2018,811.6509,1.9678575,121.33279,-1.2277602,12.601562,-1.1095065,31.571907,0.90526354,76.07767,0.90526354,76.07767,0,-9.579333,2.1709013,0.048530836,,,,,,,,,,,,,,,,,,,
2.389228,0.2624625339,,,,,19.154595,0.0917797445,21.543823,0.2458923753,,,218,158.2982293154,59.1717762325,220.20528,832.73285,-7.094602,0.040500656,-7.225372,0.04109478,-7.291339,0.0917188,-7.1993394,0.057743628,-7.1993394,0.057743628,54,-53.519554,1.0482347,0.963863,218,158.2982303307,59.1717756429,220.20528,832.73285,-6.3103886,0.08995367,-6.797672,0.08296052,-6.392847,0.24486916,-6.567591,0.11801214,-6.567591,0.11801214,47,-53.519554,1.0482347,0.57382673,,,,,,,,,,,,,,,,,,,
1.6931472,0.1281530829,,,,,18.8989922,0.0729886696,20.5921394,0.1053369202,,,219,158.3175051181,59.1691849695,78.90226,795.92487,-7.404845,0.034703925,-7.529164,0.035193212,-7.5469418,0.07291202,-7.4780474,0.043569695,-7.4780474,0.043569695,76,8.397042,1.2054137,0.9790078,219,158.3175194622,59.1691861552,78.90226,795.92487,-6.633146,0.07606075,-7.078281,0.0710627,-7.3445306,0.10292576,-6.914766,0.082650006,-6.914766,0.082650006,62,8.397042,1.2054137,0.024311446,,,,,,,,,,,,,,,,,,,
0.423782,0.6925018804,,,,,21.271025,0.6324494113,21.694807,0.2820755157,,,220,158.2776221282,59.1691127822,371.14725,794.4395,-5.1548824,0.1203646,-5.4671907,0.1217227,-5.174909,0.63244057,-5.5127034,0.1681966,-5.5127034,0.1681966,17,29.245275,1.1184825,0.56481767,220,158.2776124798,59.1691070178,371.14725,794.4395,-4.2517123,0.30697814,-7.44733,0.038293157,-6.241863,0.281184,-5.2167497,0.2577333,-5.2167497,0.2577333,10,29.245275,1.1184825,0.4438321,,,,,,,,,,,,,,,,,,,
1.2946048,0.4209297603,,,,,20.4539425,0.2990540383,21.7485473,0.2962238095,,,221,158.3054097687,59.1689177432,167.52565,791.94824,-5.7538524,0.087707765,-6.0132966,0.08912832,-5.9919915,0.29903534,-5.7971816,0.12934259,-5.7971816,0.12934259,29,54.568123,1.2687365,0.60932547,221,158.3054169969,59.1689166741,167.52565,791.94824,-5.0815716,0.18122472,-6.0846505,0.13108943,-6.1881227,0.295375,-5.7215366,0.1619117,-5.7215366,0.1619117,16,54.568123,1.2687365,0.46657816,,,,,,,,,,,,,,,,,,,
-98.8875451,100.7461974009,,,,,125.445934,99.0000000565,26.5583889,18.6760884438,,,222,158.1813312895,59.1690510531,1076.7296,793.1827,-5.536679,0.06790166,-5.590305,0.06827942,99,99,-5.597852,0.08352275,-5.597852,0.08352275,7,-15.167477,1.66515,0.66581506,222,158.1812636953,59.1690285466,1076.7296,793.1827,2.2529893,82.03123,-0.9426283,8.519771,-1.3782811,18.676075,1.4657137,57.5675,1.4657137,57.5675,0,-15.167477,1.66515,0.04751544,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,223,158.1863878903,59.1688937352,1039.6769,790.92773,-5.3510838,0.10785925,-5.636888,0.109384015,99,99,-5.429407,0.15684327,-5.429407,0.15684327,18,-26.709562,1.3790495,0.60902464,223,158.1863234433,59.1688720123,1039.6769,790.92773,99,99,99,99,99,99,99,99,99,99,0,-26.709562,1.3790495,0.019272702,,,,,,,,,,,,,,,,,,,
112.080841,99.0000026418,,,,,14.855829,0.0045750317,126.93667,99.0000025361,,,224,158.1915615471,59.1680977521,1001.76654,779.5441,-11.584092,0.0030126455,-11.591771,0.0030132588,-11.590105,0.0031221288,-11.56127,0.002878585,-11.56127,0.002878585,446,42.256546,1.0990449,0.9819045,224,158.1915007399,59.1680764481,1001.76654,779.5441,99,99,99,99,99,99,99,99,99,99,0,42.256546,1.0990449,0.051265094,,,,,,,,,,,,,,,,,,,
1.4354883,0.4061606574,,,,,20.3410937,0.2696211396,21.776582,0.303761289,,,225,158.2161892029,59.1685482256,821.3013,786.01135,-5.724561,0.09933884,-6.160167,0.09820565,-6.1048403,0.2696004,-6.1054196,0.11183424,-6.1054196,0.11183424,32,-80.29557,1.5443134,0.74988174,225,158.2161429235,59.1685314683,821.3013,786.01135,-4.5156174,0.33658814,-7.711235,0.038039256,-6.160088,0.3029336,-5.5611215,0.21332684,-5.5611215,0.21332684,12,-80.29557,1.5443134,0.3671745,,,,,,,,,,,,,,,,,,,
-98.8302826,101.9051195839,,,,,125.445934,99.0000000565,26.6156514,24.1589193927,,,226,158.182361077,59.1685957028,1069.1848,786.67084,-4.7458825,0.13039036,-4.9377947,0.13271116,99,99,-5.493438,0.103454195,-5.493438,0.103454195,6,-78.09725,1.4228103,0.6716793,226,158.1822944035,59.1685731008,1069.1848,786.67084,2.7826674,140.12425,-0.41295028,14.553251,-1.3210186,24.158909,1.7323667,86.476,1.7323667,86.476,0,-78.09725,1.4228103,0.04854544,,,,,,,,,,,,,,,,,,,
1.9491107,0.1026095922,,,,,18.4590823,0.0493640133,20.408193,0.0899551143,,,227,158.2594020551,59.1683008161,504.64548,782.6814,-7.781404,0.027623722,-7.8792477,0.027936747,-7.9868517,0.04925061,-7.856519,0.03575239,-7.856519,0.03575239,92,53.150337,1.0721829,0.9808337,227,158.2593819643,59.1682914048,504.64548,782.6814,-6.9395757,0.06353333,-7.3119836,0.060520753,-7.528477,0.087119274,-7.2606444,0.06963864,-7.2606444,0.06963864,78,53.150337,1.0721829,0.0091604525,,,,,,,,,,,,,,,,,,,
1.406499,1.0306596868,,,,,21.373463,0.6947517484,22.779962,0.7613011218,,,228,158.2329563886,59.1683843309,698.4344,783.7242,-5.182552,0.12856908,-5.636266,0.12652333,-5.072471,0.6947437,-5.9019256,0.19051729,-5.9019256,0.19051729,19,46.757267,1.1079861,0.4976448,228,158.2329203137,59.1683703841,698.4344,783.7242,-2.498211,1.6719238,-5.6938286,0.17468813,-5.156708,0.76097125,-4.591469,0.7438874,-4.591469,0.7438874,5,46.757267,1.1079861,0.37250414,,,,,,,,,,,,,,,,,,,
-103.790642,99.0002754616,,,,,125.445934,99.0000000565,21.655292,0.2335172351,,,229,158.327425819,59.1676993024,6.164999,774.82324,-6.021913,0.0567541,-6.0874786,0.05716323,99,99,-5.1555195,0.1692903,-5.1555195,0.1692903,10,-43.11999,1.5568911,0.6789086,229,158.3274471238,59.1677013093,6.164999,774.82324,-1.9179766,2.371959,-5.1135945,0.2474132,-6.281378,0.23243955,-4.1665206,0.48248836,-4.1665206,0.48248836,4,-43.11999,1.5568911,0.36906818,,,,,,,,,,,,,,,,,,,
1.2464616,0.308270411,,,,,20.1353194,0.2234808819,21.381781,0.2123368591,,,230,158.2833384783,59.1675693266,329.23056,772.426,-6.475046,0.062074866,-6.7191486,0.06313194,-6.3106146,0.22345586,-6.6481586,0.07591893,-6.6481586,0.07591893,48,20.894875,1.1799395,0.9226352,230,158.2833332925,59.1675636224,329.23056,772.426,-5.26104,0.20726882,-8.456657,0.024814883,-6.554889,0.2111511,-5.896354,0.17311712,-5.896354,0.17311712,23,20.894875,1.1799395,0.6222412,,,,,,,,,,,,,,,,,,,
105.924733,99.0012581445,,,,,21.011937,0.4986101145,126.93667,99.0000025361,,,231,158.2264157232,59.1676423334,746.3577,773.0898,-4.2368884,0.19964573,-4.700963,0.19593054,-5.433997,0.4985989,-5.3085775,0.23332925,-5.3085775,0.23332925,9,15.046515,1.3850003,0.46529913,231,158.2263761995,59.1676268047,746.3577,773.0898,-2.6287506,0.9727434,-5.8243685,0.10519319,99,99,-3.45009,1.5032659,-3.45009,1.5032659,3,15.046515,1.3850003,0.41053727,,,,,,,,,,,,,,,,,,,
-96.74779464,194.5723935337,,,,,125.445934,99.0000000565,28.69813936,167.5034814989,,,232,158.1825007963,59.1669701557,1068.165,763.4292,-5.346489,0.1119008,-5.6817765,0.112817936,99,99,-5.9184914,0.10753886,-5.6817765,0.112817936,17,-21.798483,1.4821155,0.72497684,232,158.1824352812,59.1669465985,1068.165,763.4292,99,99,99,99,0.76146936,167.50348,99,99,99,99,0,-21.798483,1.4821155,0.0006035629,,,,,,,,,,,,,,,,,,,
-97.62359878,118.7561798314,,,,,125.445934,99.0000000565,27.82233522,65.589863828,,,233,158.1817170133,59.1673381745,1073.9076,768.692,-5.8577876,0.07012807,-5.9773297,0.07108525,99,99,-5.675269,0.12372327,-5.9773297,0.07108525,16,-83.814,1.7748877,0.7429933,233,158.1816507833,59.1673147029,1073.9076,768.692,3.0859947,267.90744,-0.109623075,27.824713,-0.11433478,65.58986,1.897027,148.32196,-0.109623075,27.824713,0,-83.814,1.7748877,0.051466353,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,234,158.1814093376,59.1668853146,1076.1636,762.21765,-6.72045,0.047503036,-6.8441,0.04816985,99,99,-6.1659975,0.10221061,-6.8441,0.04816985,34,69.37398,1.5191941,0.96804726,234,158.1813432218,59.1668615167,1076.1636,762.21765,99,99,99,99,99,99,99,99,99,99,0,69.37398,1.5191941,0.03416643,,,,,,,,,,,,,,,,,,,
1.7378749,0.3308304496,,,,,19.9267857,0.1847820731,21.6646606,0.2744164206,,,235,158.2700243148,59.1673402731,426.79224,769.03033,-5.9699254,0.07838443,-6.21476,0.0797166,-6.5191483,0.18475181,-6.07468,0.105434485,-6.07468,0.105434485,27,54.667294,1.1734343,0.7458323,235,158.2700112574,59.167332124,426.79224,769.03033,-5.766308,0.10740154,-6.114034,0.10289459,-6.2720094,0.27349994,-6.1094203,0.11936672,-6.1094203,0.11936672,27,54.667294,1.1734343,0.616918,,,,,,,,,,,,,,,,,,,
3.0144753,0.5544216698,,,,,19.396199,0.1141462119,22.4106743,0.5425440354,,,236,158.3250210965,59.1664184874,23.750648,756.47577,-7.0906553,0.052373987,-7.503615,0.052051015,-7.049735,0.114097215,-7.0666428,0.07411688,-7.503615,0.052051015,54,43.044075,2.4026682,0.82933855,236,158.325041795,59.1664193062,23.750648,756.47577,-3.829838,1.151798,-7.025456,0.11989896,-5.5259957,0.54208106,-3.8059568,1.6993198,-7.025456,0.11989896,14,43.044075,2.4026682,0.45216247,,,,,,,,,,,,,,,,,,,
-103.562321,99.000566124,,,,,125.445934,99.0000000565,21.883613,0.3347860255,,,237,158.3259419049,59.1662796309,16.998875,754.5038,-5.8357005,0.086751014,-6.128626,0.087917455,99,99,-5.9171815,0.13626006,-6.128626,0.087917455,22,89.86537,2.502971,0.73230183,237,158.3259632501,59.1662805253,16.998875,754.5038,99,99,99,99,-6.053057,0.33403522,99,99,99,99,4,89.86537,2.502971,0.35490295,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,238,158.1861220399,59.167180189,1041.6279,766.4283,-6.25228,0.067955926,-6.483545,0.06914619,99,99,-6.2407,0.09890153,-6.2407,0.09890153,34,43.042416,1.1033221,0.9291456,238,158.1860585653,59.1671573874,1041.6279,766.4283,99,99,99,99,99,99,99,99,99,99,0,43.042416,1.1033221,0.0006442561,,,,,,,,,,,,,,,,,,,
-103.8757625,99.0002286975,,,,,125.445934,99.0000000565,21.5701715,0.212769763,,,239,158.3275047489,59.1664787794,5.551718,757.37384,-6.7995863,0.04207462,-6.8848133,0.04248696,99,99,-5.8431497,0.1364751,-5.8431497,0.1364751,26,-87.46632,1.4370662,0.95490503,239,158.3275269052,59.1664800643,5.551718,757.37384,99,99,99,99,-6.3664985,0.21158643,99,99,99,99,4,-87.46632,1.4370662,0.41210684,,,,,,,,,,,,,,,,,,,
109.345181,99.0000052661,,,,,17.591489,0.0232492246,126.93667,99.0000025361,,,240,158.1829677756,59.1658240347,1064.7457,747.0418,-9.108404,0.013383007,-9.167384,0.013467379,-8.854445,0.02300746,-8.903584,0.01975308,-9.167384,0.013467379,209,65.25304,1.5345258,0.51238436,240,158.182903299,59.165799868,1064.7457,747.0418,99,99,99,99,99,99,99,99,99,99,0,65.25304,1.5345258,0.049359232,,,,,,,,,,,,,,,,,,,
8.4504687,19.1384356235,,,,,17.83296,0.0286901094,26.2834287,19.138414119,,,241,158.1850864908,59.1654539425,1049.2197,741.74805,-8.584778,0.017676424,-8.654521,0.017813865,-8.612974,0.028494546,-8.64946,0.02024093,-8.654521,0.017813865,149,87.349304,1.1835967,0.9256461,241,158.1850235337,59.1654299209,1049.2197,741.74805,0.16546081,53.498867,-3.0301569,5.556365,-1.6532413,19.138401,-0.52881277,36.784935,-3.0301569,5.556365,0,87.349304,1.1835967,0.04824042,,,,,,,,,,,,,,,,,,,
0.736272,0.3520968491,,,,,20.465158,0.3022615798,21.20143,0.1805827469,,,242,158.2014791599,59.1663171191,929.08905,754.08795,-4.9445553,0.1466864,-5.4513154,0.14219876,-5.980776,0.30224308,-5.729929,0.18863481,-5.729929,0.18863481,15,54.30365,1.1100608,0.5014135,242,158.2014254985,59.1662964641,929.08905,754.08795,99,99,99,99,-6.73524,0.17918698,-6.1021123,0.15860277,-6.1021123,0.15860277,6,54.30365,1.1100608,0.6481568,,,,,,,,,,,,,,,,,,,
1.893067,0.0760487006,,,,,18.142655,0.0374274083,20.035722,0.0662011629,,,243,158.3106045688,59.1656325717,129.37798,745.04315,-8.270429,0.021392599,-8.356013,0.021603215,-8.303279,0.03727771,-8.303561,0.02609081,-8.303561,0.02609081,144,62.574898,1.1484153,0.5989691,243,158.3106170936,59.1656304217,129.37798,745.04315,-7.6014595,0.042101428,-7.8357177,0.0411746,-7.900948,0.062293172,-7.804363,0.04607833,-7.804363,0.04607833,141,62.574898,1.1484153,0.009023184,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,244,158.1812559038,59.1658535334,1077.2908,747.4658,-6.516725,0.043948416,-6.574512,0.044218235,99,99,-5.986669,0.0877168,-5.986669,0.0877168,16,89.72591,3.1282294,0.9239812,244,158.1811903775,59.1658290872,1077.2908,747.4658,99,99,99,99,99,99,99,99,99,99,0,89.72591,3.1282294,0.019272702,,,,,,,,,,,,,,,,,,,
3.0061427,1.0908054164,,,,,20.1415707,0.2247779275,23.1477134,1.0673946504,,,245,158.3238731451,59.165500753,32.137524,743.33795,-6.25655,0.07250841,-6.5695987,0.07331996,-6.3043633,0.22475305,-5.71432,0.14346941,-5.71432,0.14346941,23,74.76015,2.0796695,0.8102705,245,158.323893756,59.16550082,32.137524,743.33795,99,99,99,99,-4.7889566,1.0671594,99,99,99,99,3,74.76015,2.0796695,0.3847395,,,,,,,,,,,,,,,,,,,
2.41599,0.0951668967,,,,,17.984964,0.0326593712,20.400954,0.08938738,,,246,158.249983996,59.1653494432,573.62366,740.42114,-8.288702,0.021342011,-8.3766,0.0215583,-8.46097,0.03248771,-8.379896,0.026691046,-8.379896,0.026691046,135,-89.24197,1.0263436,0.9749928,246,158.2499601793,59.1653366205,573.62366,740.42114,-7.2993364,0.055413354,-7.72438,0.052069962,-7.535716,0.086532936,-7.548831,0.06365159,-7.548831,0.06365159,108,-89.24197,1.0263436,0.023295976,,,,,,,,,,,,,,,,,,,
-102.8837624,99.0011344945,,,,,125.445934,99.0000000565,22.5621716,0.4739409315,,,247,158.3279441128,59.1655022102,2.303977,743.4177,-5.9337044,0.0617985,-6.0137,0.062362827,99,99,-4.8888435,0.20090945,-6.0137,0.062362827,14,-8.051588,1.4840605,0.71388376,247,158.3279671773,59.1655029825,2.303977,743.4177,-2.805908,1.0811689,-6.001526,0.114482164,-5.3744984,0.47341087,-3.0248935,1.2770702,-6.001526,0.114482164,6,-8.051588,1.4840605,0.3674191,,,,,,,,,,,,,,,,,,,
-103.503035,99.0004927399,,,,,125.445934,99.0000000565,21.942899,0.3123324656,,,248,158.3272545663,59.1654244262,7.3550143,742.2955,-5.6248755,0.07404635,-5.7197165,0.07485926,99,99,99,99,-5.7197165,0.07485926,14,-73.11225,1.1421393,0.77606064,248,158.3272772663,59.1654250323,7.3550143,742.2955,-0.80905354,6.1935544,-4.004671,0.6437177,-5.993771,0.31152755,99,99,-4.004671,0.6437177,3,-73.11225,1.1421393,0.36593205,,,,,,,,,,,,,,,,,,,
-103.207367,99.0008185095,,,,,125.445934,99.0000000565,22.238567,0.4025597659,,,249,158.327342865,59.1650568598,6.6974325,737.04144,-6.3945274,0.05053174,-6.478492,0.051018886,99,99,99,99,-6.478492,0.051018886,20,31.19293,1.8534255,0.94106376,249,158.3273658603,59.1650572596,6.6974325,737.04144,99,99,99,99,-5.698103,0.40193558,99,99,99,99,0,31.19293,1.8534255,0.34783393,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,250,158.3254735789,59.1653184693,20.403809,740.7547,-6.20045,0.07210076,-6.4715533,0.07320985,99,99,-5.707766,0.18315554,-6.4715533,0.07320985,35,-12.146224,2.1482844,0.9122216,250,158.3254952748,59.1653187034,20.403809,740.7547,-0.79868597,11.1497555,-3.9943037,1.1580869,99,99,99,99,-3.9943037,1.1580869,9,-12.146224,2.1482844,0.35476077,,,,,,,,,,,,,,,,,,,
6.410368,15.3944427677,,,,,19.636666,0.1419492371,26.047034,15.3937883103,,,251,158.1917291406,59.1650151639,1000.54,735.4704,-7.0286326,0.045164514,-7.213104,0.045961548,-6.809268,0.14190984,-7.133985,0.057361413,-7.133985,0.057361413,62,-38.343506,1.3128603,0.7883818,251,158.191670471,59.1649920314,1000.54,735.4704,0.16000941,35.40071,-3.0356083,3.6767113,-1.889636,15.393772,-0.6455244,25.029675,-0.6455244,25.029675,0,-38.343506,1.3128603,0.047162753,,,,,,,,,,,,,,,,,,,
2.32963,1.0873363808,,,,,20.761122,0.3960472188,23.090752,1.0126435728,,,252,158.2273634776,59.1647759703,739.3922,732.111,-5.720176,0.09560271,-6.0793047,0.0960247,-5.684812,0.3960331,-6.1182113,0.12137862,-6.1182113,0.12137862,31,-5.10812,1.4897004,0.67736983,252,158.2273264169,59.1647588787,739.3922,732.111,-4.518546,0.31999862,-7.714164,0.036785427,-4.845918,1.0123956,-5.3656154,0.28085405,-5.3656154,0.28085405,10,-5.10812,1.4897004,0.48495686,,,,,,,,,,,,,,,,,,,
2.0686483,0.5707383266,,,,,20.276478,0.2542701618,22.3451263,0.5109686118,,,253,158.3038510083,59.1647547721,178.8498,732.4088,-5.5233626,0.102305666,-5.8461328,0.103323296,-6.169456,0.25424817,-5.7999954,0.122128494,-5.7999954,0.122128494,25,54.063026,1.2543365,0.60919,253,158.3038600405,59.1647509239,178.8498,732.4088,-3.2765422,0.88049835,-6.47216,0.0931539,-5.5915437,0.510477,-4.708462,0.38124985,-4.708462,0.38124985,5,54.063026,1.2543365,0.36285564,,,,,,,,,,,,,,,,,,,
