M_calibrated_K=MAG_APER_K+26.2715655±0.0033601851,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.93667±0.0224088083,M_calibrated_err_J,M_calibrated_H=MAG_APER_H+27.467062±0.0230624783,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
19.8756285,0.1763875987,24.7645447,4.1608523432,126.467062,99.0000026863,213,218.5220635558,35.5591632533,1037.257,672.9796,-6.2199078,0.07542711,-6.703682,0.07323534,-6.395937,0.17635559,-6.647109,0.09609796,-6.647109,0.09609796,53,77.141235,1.8157283,0.112235144,213,218.5221110241,35.5591379663,1037.257,672.9796,-0.8621011,11.738788,-4.0577188,1.2192308,-3.1721253,4.160792,-2.343751,5.9886155,-2.343751,5.9886155,0,77.141235,1.8157283,0.02038635,213,218.5220858434,35.5590848123,1037.257,672.9796,99,99,99,99,99,99,99,99,99,99,0,77.141235,1.8157283,0.019272702
125.2715655,99.000000057,126.93667,99.0000025361,22.806469,1.8192845836,214,218.6109379058,35.5591246942,3.798987,672.8032,-6.047955,0.054987762,-6.12397,0.05524828,99,99,-5.8186684,0.08961953,-6.12397,0.05524828,15,-60.525124,2.0026205,0.8437183,214,218.6108189597,35.5591050569,3.798987,672.8032,99,99,99,99,99,99,99,99,99,99,4,-60.525124,2.0026205,0.36520636,214,218.6107844392,35.5590935462,3.798987,672.8032,-3.4906032,1.2222141,-6.6862206,0.12847957,-4.660593,1.8191384,99,99,-6.6862206,0.12847957,4,-60.525124,2.0026205,0.35037464
125.2715655,99.000000057,126.93667,99.0000025361,22.64222,1.9594987225,215,218.6097443466,35.5593348772,17.680466,675.7963,-5.8369803,0.08825005,-6.275658,0.08671632,99,99,-5.719361,0.1370477,-6.275658,0.08671632,27,29.37069,1.4825153,0.6020998,215,218.609627615,35.5593147707,17.680466,675.7963,99,99,99,99,99,99,99,99,99,99,3,29.37069,1.4825153,0.36597484,215,218.6095930711,35.5593026787,17.680466,675.7963,99,99,99,99,-4.824842,1.959363,-5.324511,0.50281745,99,99,7,29.37069,1.4825153,0.35328585
125.2715655,99.000000057,126.93667,99.0000025361,21.542632,0.7058809082,216,218.6100513229,35.5589636993,14.106592,670.49365,-6.1406226,0.070024766,-6.4224586,0.07065522,99,99,-5.770246,0.16454156,-6.4224586,0.07065522,31,-1.3422722,1.866562,0.95787406,216,218.6099340521,35.5589443072,14.106592,670.49365,99,99,99,99,99,99,99,99,99,99,6,-1.3422722,1.866562,0.4264255,216,218.6098997388,35.5589323979,14.106592,670.49365,-5.470139,0.30875462,-6.61179,0.17341015,-5.92443,0.70550406,-5.558858,0.5168326,-6.61179,0.17341015,16,-1.3422722,1.866562,0.3782542
22.7078577,2.365094887,21.2877433,0.1724670654,21.9990377,1.0843820724,217,218.5769379377,35.5591685428,399.16122,673.1765,-4.6018744,0.1607677,-5.1155787,0.15471359,-3.5637078,2.3650925,-5.4504604,0.19095603,-5.4504604,0.19095603,14,-44.215855,1.1587394,0.49721694,217,218.5768826468,35.5591466753,399.16122,673.1765,-5.5801406,0.08420271,-5.6826315,0.0829822,-6.6489267,0.17100507,-6.5598264,0.086219445,-6.5598264,0.086219445,18,-44.215855,1.1587394,0.7109834,217,218.5768516742,35.5591192295,399.16122,673.1765,-5.4469438,0.18409672,-5.5712714,0.17026275,-5.4680243,1.0841368,-6.4972014,0.18962237,-6.4972014,0.18962237,12,-44.215855,1.1587394,0.49112108
20.0335408,0.2035531463,21.567415,0.2217908096,126.467062,99.0000026863,218,218.5510417268,35.5589124592,700.2893,669.41455,-5.680371,0.090981476,-6.0377846,0.09091608,-6.2380247,0.20352541,-5.926079,0.12342095,-5.926079,0.12342095,30,-56.31025,1.3126959,0.74159515,218,218.5510349514,35.558889447,700.2893,669.41455,-5.3525276,0.14348213,-6.035466,0.12100879,-6.369255,0.22065586,-6.1891522,0.11809197,-6.1891522,0.11809197,24,-56.31025,1.3126959,0.59429425,218,218.5510068898,35.5588498953,700.2893,669.41455,-5.331297,0.3026796,-6.0472784,0.21573113,99,99,-4.324734,1.3705866,-4.324734,1.3705866,15,-56.31025,1.3126959,0.47412628
125.2715655,99.000000057,126.93667,99.0000025361,26.454743,65.615404053,219,218.5262925467,35.5587048398,988.08124,666.42377,-5.54302,0.09806459,-5.92138,0.09762991,99,99,-5.881781,0.111294374,-5.881781,0.111294374,32,-10.792228,1.1868019,0.7873532,219,218.5263321379,35.5586806738,988.08124,666.42377,99,99,99,99,99,99,99,99,99,99,0,-10.792228,1.1868019,0.019272702,219,218.5263068352,35.5586295491,988.08124,666.42377,2.2349422,302.73987,-0.96067554,31.442383,-1.012319,65.6154,1.1611588,182.99643,1.1611588,182.99643,0,-10.792228,1.1868019,0.052370977
24.8178803,16.5024573421,126.93667,99.0000025361,19.6304517,0.1253016458,220,218.5360855397,35.5586221302,874.20465,665.24207,-5.67705,0.09293661,-6.0705566,0.092251055,-1.4536852,16.502457,-5.916093,0.11698926,-6.0705566,0.092251055,38,57.433514,1.4162514,0.6091934,220,218.5361067992,35.5585987282,874.20465,665.24207,-5.339764,0.14808859,-6.126105,0.11893688,99,99,-5.766432,0.16150819,-6.126105,0.11893688,24,57.433514,1.4162514,0.55737466,220,218.5360805212,35.5585522001,874.20465,665.24207,-6.524739,0.105413124,-6.626002,0.098774835,-7.8366103,0.12316097,-7.001397,0.110757016,-6.626002,0.098774835,32,57.433514,1.4162514,0.73733354
19.9149635,0.1827828986,126.93667,99.0000025361,126.467062,99.0000026863,221,218.5355034687,35.5582040108,880.9729,659.26514,-6.29293,0.069496684,-6.6731415,0.06916443,-6.356602,0.18275201,-6.4647555,0.09169821,-6.6731415,0.06916443,61,-36.36484,1.2818457,0.23509917,221,218.5355258576,35.5581813555,880.9729,659.26514,-6.1946006,0.0898818,-6.651895,0.08256526,99,99,-6.2560115,0.13352756,-6.651895,0.08256526,47,-36.36484,1.2818457,0.11783553,221,218.535499937,35.5581345985,880.9729,659.26514,-6.2148123,0.1811935,-6.654743,0.14580292,99,99,-6.6225486,0.20189263,-6.654743,0.14580292,32,-36.36484,1.2818457,0.6798486
19.4457285,0.1194819385,21.1764137,0.1561562834,20.548105,0.2865236652,222,218.608381766,35.5584517687,33.514984,663.1607,-6.2466583,0.06913362,-6.581038,0.069331914,-6.825837,0.11943468,-6.9318666,0.11385605,-6.9318666,0.11385605,48,-16.681704,1.6026039,0.5519715,222,218.60826767,35.5584332291,33.514984,663.1607,-5.78369,0.12251818,-6.6401377,0.09490833,-6.7602563,0.15454006,-6.756994,0.16273567,-6.756994,0.16273567,44,-16.681704,1.6026039,0.07680736,222,218.6082338948,35.5584205914,33.514984,663.1607,-4.929985,0.55505747,-8.125603,0.05880685,-6.918957,0.285594,-6.9808435,0.28352627,-6.9808435,0.28352627,17,-16.681704,1.6026039,0.53483814
125.2715655,99.000000057,126.93667,99.0000025361,24.3270502,7.3980862471,223,218.610930131,35.5576009375,3.8716764,651.02277,-6.0613203,0.05300155,-6.1270437,0.05319329,99,99,99,99,-6.1270437,0.05319329,14,39.415585,2.6205952,0.89008826,223,218.6108113456,35.5575841524,3.8716764,651.02277,-1.773787,2.6354218,-4.9694047,0.27449664,99,99,-2.9781773,1.582665,-4.9694047,0.27449664,6,39.415585,2.6205952,0.35267454,223,218.6107779047,35.5575727981,3.8716764,651.02277,99,99,99,99,-3.1400118,7.3980503,99,99,99,99,0,39.415585,2.6205952,0.34773305
125.2715655,99.000000057,126.93667,99.0000025361,24.5419185,9.8823479105,224,218.6106510344,35.5584309114,7.1267767,662.88367,-5.7584,0.07243051,-5.9048133,0.073220335,99,99,-5.176993,0.1380246,-5.9048133,0.073220335,12,79.633095,2.0854487,0.7201291,224,218.6105326919,35.5584125548,7.1267767,662.88367,-1.2377934,4.869247,-4.433411,0.5060505,99,99,99,99,-4.433411,0.5060505,2,79.633095,2.0854487,0.35313478,224,218.6104986927,35.5584009825,7.1267767,662.88367,-3.381535,1.4599037,-6.5771527,0.15273328,-2.9251435,9.882321,-3.7327108,1.292203,-6.5771527,0.15273328,5,79.633095,2.0854487,0.35024166
20.0009509,0.1976572637,23.3984095,1.1837312257,21.813613,0.9144626607,225,218.5454101284,35.5583185737,765.7742,660.914,-4.365817,0.19205528,-5.115015,0.16841443,-6.2706146,0.1976287,-5.8796864,0.17204148,-5.8796864,0.17204148,12,-83.70467,1.5436891,0.49883282,225,218.5454139547,35.5582963216,765.7742,660.914,-3.47708,0.50645965,-6.672698,0.05737307,-4.5382605,1.1835191,-1.6307933,10.335072,-1.6307933,10.335072,5,-83.70467,1.5436891,0.4781967,225,218.5453869076,35.5582541939,765.7742,660.914,99,99,99,99,-5.653449,0.9141718,-3.6236804,3.5596972,-3.6236804,3.5596972,2,-83.70467,1.5436891,0.3630465
125.2715655,99.000000057,126.93667,99.0000025361,21.6556296,0.7824035738,226,218.6100514038,35.5577259516,14.091416,652.8014,-6.000835,0.073519155,-6.262714,0.074295275,99,99,-6.1947217,0.105228245,-6.1947217,0.105228245,28,86.820564,1.638844,0.9341916,226,218.6099342515,35.5577088767,14.091416,652.8014,99,99,99,99,99,99,99,99,99,99,4,86.820564,1.638844,0.3536968,226,218.6099008145,35.5576970975,14.091416,652.8014,99,99,99,99,-5.8114324,0.7820636,-4.4466715,1.3330461,-4.4466715,1.3330461,6,86.820564,1.638844,0.45153177
125.2715655,99.000000057,126.93667,99.0000025361,28.9784726,598.5478004443,227,218.5200980881,35.5580042738,1060.1138,656.4155,-4.6334662,0.14953008,-5.0174274,0.14870822,99,99,-5.023536,0.16567874,-5.023536,0.16567874,12,-14.370166,1.2889686,0.5523778,227,218.5201493457,35.5579810349,1060.1138,656.4155,99,99,99,99,99,99,99,99,99,99,0,-14.370166,1.2889686,0.019272702,227,218.520125193,35.5579270817,1060.1138,656.4155,3.8400626,876.61176,0.64444494,91.04437,1.5114106,598.5478,2.739325,528.85504,2.739325,528.85504,0,-14.370166,1.2889686,0.0010400435
18.7139485,0.0620758626,20.3330204,0.0754801264,19.5293155,0.1146197649,228,218.558145054,35.5577093804,617.68463,652.23785,-7.2728214,0.03730894,-7.4438148,0.037758235,-7.557617,0.061984852,-7.493326,0.053328477,-7.493326,0.053328477,98,-58.808353,1.0136544,0.34198773,228,218.5581250907,35.5576890651,617.68463,652.23785,-7.0878015,0.051069345,-7.3175054,0.049459465,-7.6036496,0.072077006,-7.4540663,0.06655753,-7.4540663,0.06655753,89,-58.808353,1.0136544,0.09448224,228,218.5580971318,35.5576529678,617.68463,652.23785,-7.5805492,0.06608511,-7.688511,0.061684176,-7.9377465,0.11227561,-7.9249387,0.09093458,-7.9249387,0.09093458,83,-58.808353,1.0136544,0.31288758
20.7373839,0.3871230533,126.93667,99.0000025361,126.467062,99.0000026863,229,218.5689646495,35.5580111435,491.87057,656.5931,-4.5393224,0.16181801,-4.9976435,0.15821452,-5.5341816,0.38710847,-5.73041,0.17177172,-5.73041,0.17177172,12,-16.339125,1.2868215,0.5244875,229,218.568924398,35.5579909417,491.87057,656.5931,-4.3875537,0.21987434,-5.010341,0.1902781,99,99,-5.6850433,0.21770673,-5.6850433,0.21770673,9,-16.339125,1.2868215,0.39130622,229,218.568895085,35.5579598818,491.87057,656.5931,-3.841327,0.7474906,-7.036945,0.08113412,99,99,-4.50649,1.3700298,-4.50649,1.3700298,6,-16.339125,1.2868215,0.35648462
17.9887595,0.0330352024,19.9965197,0.0578745902,18.969466,0.0712294157,230,218.5378408297,35.5573789038,853.7922,647.4728,-8.166228,0.021715844,-8.260637,0.021860624,-8.282806,0.032863867,-8.242403,0.025096975,-8.242403,0.025096975,164,-3.5996408,1.0613929,0.614341,230,218.5378589189,35.5573579389,853.7922,647.4728,-7.9363317,0.03024086,-8.068008,0.029694766,-7.9401503,0.053360224,-8.001092,0.036268108,-8.001092,0.036268108,138,-3.5996408,1.0613929,0.35448745,230,218.5378333357,35.5573123637,853.7922,647.4728,-8.0722065,0.052692473,-8.180149,0.049183972,-8.497596,0.06739252,-8.314065,0.05564953,-8.314065,0.05564953,107,-3.5996408,1.0613929,0.28516424
21.8188125,1.0439822076,126.93667,99.0000025361,126.467062,99.0000026863,231,218.5347431047,35.5575145754,889.81433,649.41003,-6.1004353,0.075307615,-6.4655046,0.07515496,-4.452753,1.0439768,-6.426158,0.08476162,-6.426158,0.08476162,50,-26.353643,1.5930629,0.15076298,231,218.5347669822,35.5574931635,889.81433,649.41003,99,99,99,99,99,99,99,99,99,99,15,-26.353643,1.5930629,0.53034395,231,218.5347416299,35.5574461228,889.81433,649.41003,99,99,99,99,99,99,99,99,99,99,15,-26.353643,1.5930629,0.39778164
19.6343675,0.1417573801,21.1309487,0.15002237,20.1577654,0.2010237549,232,218.5591394853,35.5569579283,606.1178,641.49994,-5.7811937,0.09319173,-6.2890687,0.08984311,-6.637198,0.14171755,-6.4233947,0.12097518,-6.4233947,0.12097518,40,-48.148445,1.2599905,0.7866725,232,218.559117731,35.5569390823,606.1178,641.49994,-5.9359083,0.09721951,-6.3142133,0.09131013,-6.8057213,0.14833933,-6.6037393,0.12497686,-6.6037393,0.12497686,39,-48.148445,1.2599905,0.5959077,232,218.5590901992,35.5569035297,606.1178,641.49994,-6.069367,0.17609753,-6.367744,0.15008113,-7.3092966,0.19969645,-6.7799993,0.22564334,-6.7799993,0.22564334,24,-48.148445,1.2599905,0.6647897
19.9603495,0.1905099155,23.212275,0.9977222823,21.2443943,0.5420888041,233,218.6048840062,35.556955455,74.17226,641.7413,-4.5965786,0.15789606,-5.0591674,0.1542057,-6.311216,0.19048028,-5.4927025,0.19434504,-5.4927025,0.19434504,14,30.38142,1.2523116,0.4859569,233,218.6047766022,35.556939495,74.17226,641.7413,99,99,99,99,-4.724395,0.9974706,99,99,99,99,4,30.38142,1.2523116,0.36333987,233,218.6047442543,35.5569253756,74.17226,641.7413,-3.979568,0.677584,-6.9031954,0.0938661,-6.2226677,0.541598,-4.821612,0.93298066,-4.821612,0.93298066,4,30.38142,1.2523116,0.34872425
125.2715655,99.000000057,126.93667,99.0000025361,21.423811,0.4855009114,234,218.6110654929,35.5569751164,2.2903283,642.0786,-6.212717,0.042917002,-6.244767,0.04292728,99,99,-5.768492,0.07277017,-5.768492,0.07277017,11,-22.619013,1.3552325,0.8253553,234,218.6109465141,35.5569595115,2.2903283,642.0786,99,99,99,99,99,99,99,99,99,99,0,-22.619013,1.3552325,0.34706098,234,218.610913502,35.5569482863,2.2903283,642.0786,99,99,99,99,-6.043251,0.48495284,99,99,99,99,1,-22.619013,1.3552325,0.3505154
19.3837991,0.1130110257,21.439997,0.1977954781,20.017989,0.1771494577,235,218.5740184985,35.556853567,433.09482,640.0711,-5.841865,0.08656149,-6.2448554,0.0857541,-6.8877664,0.11296106,-6.775613,0.10625725,-6.775613,0.10625725,43,8.632545,1.228575,0.3585321,235,218.5739688939,35.55683585,433.09482,640.0711,-6.186909,0.07667906,-6.40851,0.07435811,-6.496673,0.196522,-6.4517536,0.17340255,-6.4517536,0.17340255,41,8.632545,1.228575,0.53267664,235,218.5739398677,35.5568072796,433.09482,640.0711,-6.0167313,0.17984663,-6.3114467,0.15351056,-7.449073,0.17564183,-7.443624,0.14924495,-7.443624,0.14924495,23,8.632545,1.228575,0.58444196
19.2957815,0.1043480809,21.2620217,0.1685108038,22.6269355,1.9321236457,236,218.5459862694,35.5565755284,759.0707,636.0001,-6.2519264,0.07154378,-6.6515436,0.07092677,-6.975784,0.104293965,-7.0187254,0.097564936,-7.0187254,0.097564936,61,-69.859795,1.2560825,0.092330426,236,218.545989181,35.5565565757,759.0707,636.0001,-6.341955,0.07872513,-6.6812396,0.07463978,-6.6746483,0.16701418,-6.6709385,0.16283363,-6.6709385,0.16283363,50,-69.859795,1.2560825,0.22021906,236,218.5459633071,35.5565149009,759.0707,636.0001,-6.250325,0.17435427,-6.651132,0.14253426,-4.8401265,1.931986,-5.514319,1.0086665,-5.514319,1.0086665,30,-69.859795,1.2560825,0.56139874
19.6461815,0.1432249919,25.4447176,7.7822726628,126.467062,99.0000026863,237,218.5402096702,35.5564896763,826.24475,634.7646,-6.1323133,0.07781902,-6.594155,0.07601534,-6.625384,0.14318557,-6.6262636,0.1052832,-6.6262636,0.1052832,57,-49.045128,1.1864802,0.1306624,237,218.5402234072,35.556470524,826.24475,634.7646,-4.248829,0.4984708,-7.4444466,0.05298952,-2.4919524,7.7822404,-5.0295033,0.54785174,-5.0295033,0.54785174,23,-49.045128,1.1864802,0.65074867,237,218.5401982035,35.5564261519,826.24475,634.7646,99,99,99,99,99,99,99,99,99,99,16,-49.045128,1.1864802,0.5459283
18.1536135,0.038040045,126.93667,99.0000025361,26.0993006,47.2967316228,238,218.5262410144,35.5561959611,988.6821,630.5622,-7.930403,0.027099075,-8.088702,0.027411582,-8.117952,0.037891347,-8.104378,0.038441222,-8.104378,0.038441222,173,-51.858906,1.3532364,0.033570077,238,218.5262809372,35.5561764894,988.6821,630.5622,99,99,99,99,99,99,99,99,99,99,0,-51.858906,1.3532364,0.04658124,238,218.5262574159,35.5561256039,988.6821,630.5622,0.18733719,108.32437,-3.0082805,11.250505,-1.3677614,47.296726,-1.391654,46.40481,-1.391654,46.40481,0,-51.858906,1.3532364,0.049018472
18.8343765,0.0690708582,20.784751,0.1105946411,19.9870424,0.1722353973,239,218.5774590849,35.5562486393,393.0814,631.4426,-7.1375146,0.044213075,-7.4183693,0.04461497,-7.437189,0.068989076,-7.39519,0.068271995,-7.39519,0.068271995,111,-25.24441,1.3789517,0.009842245,239,218.5774030956,35.5562322713,393.0814,631.4426,-6.8039055,0.069674574,-7.3222523,0.062735975,-7.151919,0.1083006,-7.188836,0.099697955,-7.188836,0.099697955,88,-25.24441,1.3789517,0.1502105,239,218.5773741353,35.5562053763,393.0814,631.4426,-7.2884917,0.09249769,-7.506925,0.08161608,-7.4800196,0.17068437,-7.594739,0.14606552,-7.594739,0.14606552,70,-25.24441,1.3789517,0.10346514
22.339861,1.6860075484,126.93667,99.0000025361,20.1289797,0.1957728216,240,218.5357542711,35.5562060057,878.055,630.70605,-5.814698,0.08855577,-6.238722,0.0873213,-3.9317045,1.6860042,-6.095243,0.10462608,-6.095243,0.10462608,39,19.535194,1.1511655,0.80553716,240,218.535776378,35.5561871069,878.055,630.70605,99,99,99,99,99,99,99,99,99,99,8,19.535194,1.1511655,0.42851365,240,218.5357518453,35.5561406773,878.055,630.70605,-6.3939943,0.12799636,-6.5537443,0.116176724,-7.3380823,0.19440967,-6.4466443,0.19243191,-6.4466443,0.19243191,33,19.535194,1.1511655,0.42129138
20.5872865,0.3374902981,126.93667,99.0000025361,126.467062,99.0000026863,241,218.5561763307,35.5563000034,640.57275,632.08624,-4.7049375,0.15964651,-5.342288,0.14700384,-5.684279,0.33747357,-5.678401,0.17779912,-5.678401,0.17779912,18,33.477367,1.4937768,0.52051437,241,218.5561601871,35.5562822036,640.57275,632.08624,-2.8647454,0.99312073,-6.060363,0.105117194,99,99,99,99,99,99,3,33.477367,1.4937768,0.35191184,241,218.5561334334,35.5562453318,640.57275,632.08624,-5.4715185,0.19713074,-5.6352773,0.17856339,99,99,99,99,99,99,16,33.477367,1.4937768,0.5167009
125.2715655,99.000000057,126.93667,99.0000025361,21.166845,0.4616531178,242,218.6104895701,35.5559456356,8.975609,627.3579,-5.851597,0.07451573,-6.0544024,0.07545195,99,99,-5.938767,0.1007496,-5.938767,0.1007496,23,59.107674,1.0316545,0.92209285,242,218.6103717682,35.5559319215,8.975609,627.3579,-2.7221396,1.4294223,-5.9177575,0.1493164,99,99,-3.3439898,1.2690525,-3.3439898,1.2690525,5,59.107674,1.0316545,0.3713332,242,218.6103395455,35.5559205346,8.975609,627.3579,-3.8974671,1.0430372,-7.093085,0.10950136,-6.300217,0.4610767,-5.6039248,0.3427882,-5.6039248,0.3427882,5,59.107674,1.0316545,0.4683232
125.2715655,99.000000057,126.93667,99.0000025361,126.467062,99.0000026863,243,218.6105017966,35.5552179561,8.825012,616.95667,-6.282749,0.055805314,-6.416833,0.056369383,99,99,-4.9152656,0.32148692,-4.9152656,0.32148692,27,48.772842,2.5797355,0.95402586,243,218.6103840417,35.5552056051,8.825012,616.95667,-3.114652,1.0749514,-6.3102694,0.11262346,99,99,-4.629864,0.50915724,-4.629864,0.50915724,7,48.772842,2.5797355,0.46385267,243,218.6103523328,35.5551943003,8.825012,616.95667,-0.6285904,22.746908,-3.824208,2.362527,99,99,-2.4617116,8.033835,-2.4617116,8.033835,6,48.772842,2.5797355,0.34883246
19.04984,0.083701834,126.93667,99.0000025361,16.819704,0.025148704,244,218.5300484019,35.555503336,944.4071,620.6607,-6.3273115,0.0685745,-6.712152,0.068185955,-7.2217255,0.08363436,-7.1610913,0.087684,-7.1610913,0.087684,61,-76.143326,1.2150842,0.13454619,244,218.5300812598,35.5554853978,944.4071,620.6607,99,99,99,99,99,99,99,99,99,99,0,-76.143326,1.2150842,0.019272702,244,218.5300578267,35.5554363687,944.4071,620.6607,-9.154648,0.014540281,-9.163945,0.014462731,-10.647358,0.0100289285,-10.712538,0.009433044,-10.712538,0.009433044,78,-76.143326,1.2150842,0.5225294
20.1488395,0.2261360061,126.93667,99.0000025361,26.74595964,85.8054730993,245,218.6058060991,35.5555782512,63.434597,622.0638,-4.7060847,0.15652275,-5.2804337,0.14761288,-6.122726,0.22611104,-5.448025,0.18630837,-5.448025,0.18630837,16,51.599407,1.5574808,0.49849424,245,218.6056971006,35.5555649279,63.434597,622.0638,-2.7413495,1.0874202,-5.936967,0.1148242,99,99,-4.317521,0.63344806,-4.317521,0.63344806,3,51.599407,1.5574808,0.3701042,245,218.6056656307,35.5555513851,63.434597,622.0638,-4.4011025,0.5089317,-5.5989833,0.27576777,-0.72110236,85.80547,-6.174198,0.24763139,-6.174198,0.24763139,8,51.599407,1.5574808,0.41984576
18.6445015,0.0583584174,126.93667,99.0000025361,126.467062,99.0000026863,246,218.5321376439,35.5553031837,920.1116,617.7998,-7.4265423,0.034771718,-7.597819,0.035190787,-7.627064,0.0582616,-7.6130657,0.044456333,-7.6130657,0.044456333,121,16.541128,1.1559385,0.20454638,246,218.5321666082,35.5552857502,920.1116,617.7998,-3.4822943,1.3913598,-6.6779118,0.1447342,99,99,99,99,99,99,14,16.541128,1.1559385,0.65128577,246,218.5321430962,35.5552377209,920.1116,617.7998,99,99,99,99,99,99,99,99,99,99,38,16.541128,1.1559385,0.42156866
20.2136279,0.2399341302,21.8784625,0.2941858068,20.577762,0.2944071135,247,218.5897166114,35.5556278309,250.53674,622.64526,-4.5902576,0.15873888,-5.058541,0.15479161,-6.0579376,0.2399106,-5.418721,0.19518054,-5.418721,0.19518054,13,24.08461,1.5330126,0.49057055,247,218.5896377312,35.5556133975,250.53674,622.64526,-3.510094,0.491646,-6.705712,0.05596588,-6.0582075,0.2933311,-5.384149,0.24489602,-5.384149,0.24489602,6,24.08461,1.5330126,0.3575895,247,218.5896079195,35.5555923108,250.53674,622.64526,-5.056365,0.25480926,-5.2634163,0.22601697,-6.8893,0.29350242,-6.4424467,0.19797687,-6.4424467,0.19797687,12,24.08461,1.5330126,0.3890254
19.7184621,0.1529041958,21.567029,0.2217491639,20.477859,0.2687189139,248,218.560453082,35.5553292207,590.8355,618.2239,-5.9176297,0.0824837,-6.2950463,0.08213263,-6.5531034,0.15286727,-6.3131733,0.12548485,-6.3131733,0.12548485,43,-8.985126,1.1679128,0.3833959,248,218.5604290221,35.5553135063,590.8355,618.2239,-6.2297316,0.07510673,-6.4503946,0.07284414,-6.369641,0.220614,-6.590751,0.11875662,-6.590751,0.11875662,45,-8.985126,1.1679128,0.26607057,248,218.5604025047,35.5552787402,590.8355,618.2239,-6.1843257,0.15735185,-6.422039,0.13763963,-6.989203,0.26772743,-6.4146805,0.29549158,-6.4146805,0.29549158,24,-8.985126,1.1679128,0.6943595
19.1669808,0.0929707024,20.611726,0.0953018271,19.5703936,0.1188366797,249,218.5732012965,35.5550325366,442.58655,614.03735,-6.7773337,0.05296357,-7.078371,0.053339615,-7.1045847,0.09290996,-7.0243554,0.08658025,-7.0243554,0.08658025,89,-78.406006,1.0508451,0.04891689,249,218.5731533948,35.5550181776,442.58655,614.03735,-6.7782483,0.06266457,-7.0788083,0.059911367,-7.324944,0.09262982,-7.3103604,0.0812915,-7.3103604,0.0812915,77,-78.406006,1.0508451,0.62500817,249,218.5731257439,35.5549894154,442.58655,614.03735,-7.0935893,0.095769204,-7.2725616,0.08609457,-7.8966684,0.11657735,-7.890859,0.10106855,-7.890859,0.10106855,59,-78.406006,1.0508451,0.09724769
20.3907055,0.2820114991,22.532429,0.5346140487,20.0930395,0.189532057,250,218.562803916,35.5552255121,563.4975,616.75006,-5.0928206,0.13374434,-5.73579,0.12287433,-5.88086,0.28199148,-5.7747746,0.12221135,-5.7747746,0.12221135,22,-14.03781,1.1767951,0.6647957,250,218.5627754641,35.5552101392,563.4975,616.75006,-5.225887,0.14240795,-5.7151675,0.12949184,-5.404241,0.5341442,-5.695907,0.1582372,-5.695907,0.1582372,23,-14.03781,1.1767951,0.60095036,250,218.5627487723,35.5551764854,563.4975,616.75006,-1.6988811,7.4387774,-4.894499,0.77277225,-7.3740225,0.18812369,-5.0887194,0.58108586,-5.0887194,0.58108586,5,-14.03781,1.1767951,0.35292834
125.2715655,99.000000057,126.93667,99.0000025361,126.467062,99.0000026863,251,218.6090309376,35.5550680021,25.92774,614.7995,-4.6925516,0.12811853,-4.903131,0.12972288,99,99,-5.361006,0.1118035,-5.361006,0.1118035,12,-70.62167,1.3529401,0.6222019,251,218.6089159507,35.5550558385,25.92774,614.7995,99,99,99,99,99,99,99,99,99,99,1,-70.62167,1.3529401,0.35366634,251,218.6088845027,35.5550438603,25.92774,614.7995,-3.8383992,0.65695405,-5.0068088,0.3627708,99,99,99,99,99,99,3,-70.62167,1.3529401,0.41062397
22.2843607,1.460643365,126.93667,99.0000025361,29.9400764,1482.1946001794,252,218.5201797542,35.5550611564,1059.1686,614.3468,-5.009555,0.12567143,-5.3923316,0.12500928,-3.9872048,1.4606395,-5.479668,0.12955211,-5.479668,0.12955211,18,23.365736,1.3108821,0.5237119,252,218.5202311342,35.5550434332,1059.1686,614.3468,99,99,99,99,99,99,99,99,99,99,0,23.365736,1.3108821,0.019272702,252,218.5202090562,35.5549898273,1059.1686,614.3468,3.7429366,952.4395,0.5473189,98.9198,2.4730144,1482.1946,2.625464,564.3061,2.625464,564.3061,0,23.365736,1.3108821,0.001227708
