J-Ks,J-Ks_err,H-Ks,H-Ks_err,J-H,J-H_err,M_calibrated_K=MAG_APER_K+26.445934±0.0033441332,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.93667±0.0224088083,M_calibrated_err_J,M_calibrated_H=MAG_APER_H+27.467062±0.0230624783,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
2.1698537,0.680136977,0.265626,0.246651075,1.9042277,0.6792762739,20.235037,0.1760778294,22.4048907,0.6569496978,20.500663,0.172723336,159,200.8038753566,33.4083120147,551.42395,977.83325,-6.2612324,0.062466312,-6.55565,0.06254503,-6.210897,0.17604607,-6.3917503,0.08215116,-6.3917503,0.08215116,59,88.49584,1.2698641,0.1786347,159,200.8039044475,33.4082891411,551.42395,977.83325,-5.7437596,0.1819654,-6.563441,0.12757778,-5.5317793,0.6565674,-6.170903,0.19353236,-6.170903,0.19353236,31,88.49584,1.2698641,0.5098561,159,200.8038996624,33.4082922256,551.42395,977.83325,-6.096251,0.12906784,-6.4914894,0.1094706,-6.966399,0.17117673,-6.416647,0.15055196,-6.416647,0.15055196,39,88.49584,1.2698641,0.049859103
106.0611224,99.0005047838,1.4793034,0.9897546511,104.581819,99.004447734,20.8755476,0.315349492,126.93667,99.0000025361,22.354851,0.9381732075,160,200.7821289605,33.4084807521,811.2208,980.4058,-4.566765,0.15234198,-5.0854397,0.14546369,-5.5703864,0.31533176,-5.400355,0.1919486,-5.400355,0.1919486,15,10.508124,1.2396578,0.49994558,160,200.782154943,33.4084617037,811.2208,980.4058,99,99,99,99,99,99,99,99,99,99,2,10.508124,1.2396578,0.36155283,160,200.7821453211,33.4084669499,811.2208,980.4058,-2.8692086,1.2950667,-6.0648265,0.1360918,-5.112211,0.9378897,99,99,99,99,5,10.508124,1.2396578,0.35097274
107.086258,99.0000807013,106.61665,99.0000808514,0.469608,140.0071463677,19.850412,0.1244053848,126.93667,99.0000025361,126.467062,99.0000026863,161,200.7685151235,33.4082157219,973.8647,976.7392,-5.73028,0.08135981,-6.0548043,0.0811731,-6.595522,0.12436043,-5.9285254,0.112247035,-5.9285254,0.112247035,43,38.644325,1.3246665,0.89485437,161,200.768539067,33.4081990141,973.8647,976.7392,-4.8373218,0.3344385,-8.03294,0.03730591,99,99,-4.6199126,0.7220795,-4.6199126,0.7220795,18,38.644325,1.3246665,0.42722958,161,200.768526365,33.4082055304,973.8647,976.7392,-6.1071815,0.10451633,-6.2812757,0.096159264,99,99,-6.108579,0.18026376,-6.108579,0.18026376,34,38.644325,1.3246665,0.64895123
-104.9744573,99.0000476558,1.021128,140.0071446143,-105.9955853,99.0000502856,125.445934,99.0000000565,20.4714767,0.0970807368,126.467062,99.0000026863,162,200.849569405,33.4079369653,5.5290923,972.3113,-5.774464,0.07106516,-5.960246,0.071510024,99,99,-5.5182,0.14267741,-5.960246,0.071510024,25,83.80465,2.3919494,0.92175937,162,200.8496050211,33.4079060492,5.5290923,972.3113,-5.2998815,0.19391178,-5.717827,0.16240953,-7.4651933,0.094459064,-6.0444427,0.17287393,-5.717827,0.16240953,18,83.80465,2.3919494,0.54576665,162,200.8496103951,33.4079045841,5.5290923,972.3113,-2.9325078,1.6225514,-6.128125,0.16923442,99,99,99,99,-6.128125,0.16923442,10,83.80465,2.3919494,0.44079885
106.136443,99.0004402993,-0.8360613,0.3134164985,106.9725043,99.0000608826,20.800227,0.2944100932,126.93667,99.0000025361,19.9641657,0.107483015,163,200.7773780698,33.407995444,867.98364,973.502,-4.2995253,0.17551132,-4.872952,0.16455995,-5.645707,0.2943911,-5.341479,0.19564426,-5.341479,0.19564426,12,-49.495037,2.479914,0.48798937,163,200.7774032422,33.4079771554,867.98364,973.502,99,99,99,99,99,99,99,99,99,99,1,-49.495037,2.479914,0.40327203,163,200.7773924904,33.4079827571,867.98364,973.502,-4.98786,0.17417558,-5.1588874,0.16044663,-7.5028963,0.10497962,-6.602801,0.119707964,-6.602801,0.119707964,14,-49.495037,2.479914,0.49251524
2.424789,0.7297444573,0.5545736,0.2456233721,1.8702154,0.7394757721,20.070939,0.1517125511,22.495728,0.7137998842,20.6255126,0.19316869,164,200.7813700457,33.407781661,820.29456,970.4073,-5.789362,0.081497945,-6.164352,0.08066121,-6.374995,0.15167569,-5.9828196,0.13858238,-5.9828196,0.13858238,45,-32.58188,1.2674985,0.6642403,164,200.7813957429,33.4077626438,820.29456,970.4073,-4.2573404,0.60393655,-7.452958,0.064009726,-5.440942,0.71344805,99,99,99,99,10,-32.58188,1.2674985,0.46834442,164,200.7813858534,33.4077678079,820.29456,970.4073,-4.8319726,0.3477175,-8.027591,0.038302545,-6.8415494,0.19178703,-6.589431,0.15305829,-6.589431,0.15305829,15,-32.58188,1.2674985,0.35637167
1.7672127,0.1487727299,1.6155377,0.1870246563,0.151675,0.2261505232,18.9239823,0.0546236582,20.691195,0.1383820115,20.53952,0.1788700032,165,200.8103000151,33.4076425751,474.6744,968.2164,-7.2569776,0.03294946,-7.3799386,0.03307634,-7.5219517,0.054521196,-7.4519587,0.041693173,-7.4519587,0.041693173,83,78.91063,1.0342814,0.98050934,165,200.8103298688,33.4076184813,474.6744,968.2164,-6.977014,0.073418826,-7.165352,0.06698907,-7.245475,0.13655558,-7.0395527,0.1138436,-7.0395527,0.1138436,68,78.91063,1.0342814,0.38759598,165,200.8103264258,33.4076207885,474.6744,968.2164,-7.265544,0.055585053,-7.3869677,0.052289758,-6.927542,0.177377,-7.2609735,0.09063933,-7.2609735,0.09063933,67,78.91063,1.0342814,0.83453244
1.2981653,0.4769513722,105.8747543,99.0003025041,-104.576589,99.0008517663,20.5923077,0.2436473507,21.890473,0.4100226579,126.467062,99.0000026863,166,200.8176031614,33.4074384165,387.426,965.25916,-4.339323,0.1619302,-4.751971,0.1590536,-5.8536263,0.2436244,-5.24095,0.1985253,-5.24095,0.1985253,15,-60.688354,1.2326362,0.48934376,166,200.8176340219,33.4074130164,387.426,965.25916,99,99,99,99,-6.046197,0.40940985,-5.547191,0.296698,-5.547191,0.296698,3,-60.688354,1.2326362,0.3497178,166,200.8176321824,33.4074145644,387.426,965.25916,-4.7388425,0.20547234,-4.9459534,0.18661377,99,99,-4.0095787,1.178677,-4.0095787,1.178677,9,-60.688354,1.2326362,0.41631714
107.1788793,99.0000687207,106.7092713,99.0000688708,0.469608,140.0071463677,19.7577907,0.1144750961,126.93667,99.0000025361,126.467062,99.0000026863,167,200.7691004677,33.4072516006,966.8833,962.93536,-4.880707,0.12166283,-5.223697,0.121063545,-6.6881433,0.11442624,-5.6804576,0.15842837,-5.6804576,0.15842837,19,-20.605299,1.2246977,0.5557447,167,200.7691242543,33.4072346506,966.8833,962.93536,99,99,99,99,99,99,99,99,99,99,4,-20.605299,1.2246977,0.35054025,167,200.769111548,33.4072408943,966.8833,962.93536,-3.8869188,0.5342126,-7.0825367,0.05892366,99,99,99,99,99,99,8,-20.605299,1.2246977,0.5118694
102.9834173,99.1431251001,102.5138093,99.14312525,0.469608,140.0071463677,23.9532527,5.32529365,126.93667,99.0000025361,126.467062,99.0000026863,168,200.8460996831,33.4072484589,46.982124,962.46106,-4.7183895,0.11903773,-4.932448,0.1197686,-2.4926813,5.3252926,-4.643158,0.26498127,-4.643158,0.26498127,15,-1.7783023,1.1690267,0.61867625,168,200.8461346239,33.4072180495,46.982124,962.46106,-0.63536644,8.852694,-3.830984,0.9197565,99,99,99,99,99,99,3,-1.7783023,1.1690267,0.35509485,168,200.8461391259,33.4072167698,46.982124,962.46106,-3.8869643,0.4392941,-5.0138755,0.25923464,99,99,99,99,99,99,6,-1.7783023,1.1690267,0.38715988
-104.232854,99.0001521649,1.021128,140.0071446143,-105.253982,99.0001547946,125.445934,99.0000000565,21.21308,0.1735438871,126.467062,99.0000026863,169,200.8497753423,33.4070230835,3.0696082,959.2321,-6.579108,0.041442547,-6.661007,0.04147759,99,99,-5.7802653,0.10376172,-6.661007,0.04147759,34,-74.52775,1.4622331,0.9675992,169,200.849810759,33.4069919987,3.0696082,959.2321,-4.754533,0.35359663,-7.9501505,0.03926165,-6.72359,0.17209104,-5.251393,0.32167298,-7.9501505,0.03926165,15,-74.52775,1.4622331,0.44280517,169,200.8498160507,33.4069903093,3.0696082,959.2321,-1.9090934,4.6558657,-5.104711,0.48375475,99,99,99,99,-5.104711,0.48375475,14,-74.52775,1.4622331,0.5596774
1.7643857,0.4426043744,2.2252024,0.9545715236,-0.4608167,1.0274129092,20.1326296,0.1605118999,21.8970153,0.412473711,22.357832,0.9409796617,170,200.8323922836,33.4069699535,210.74388,958.5019,-5.611041,0.08832092,-5.98279,0.087465815,-6.3133044,0.16047706,-6.1455154,0.1261539,-6.1455154,0.1261539,33,-33.206852,1.1459726,0.8073384,170,200.8324251689,33.4069419001,210.74388,958.5019,-5.6126,0.16325888,-5.9832945,0.13914725,-6.0396547,0.41186455,-6.282736,0.21959385,-6.282736,0.21959385,25,-33.206852,1.1459726,0.6378068,170,200.8324265687,33.4069418981,210.74388,958.5019,-5.5047965,0.17489342,-5.9582343,0.14516094,-5.10923,0.940697,-6.328454,0.20468539,-6.328454,0.20468539,25,-33.206852,1.1459726,0.65006214
-0.8264755,0.5765838389,-3.3010315,0.5610433765,2.474556,0.1403858871,21.6290895,0.5601385526,20.802614,0.1367249982,18.328058,0.0318507796,171,200.7648034123,33.4068740707,1018.2245,957.57635,-3.9189482,0.20451099,-4.427093,0.19591,-4.8168445,0.56012857,-4.8132544,0.14636725,-4.8132544,0.14636725,9,-58.374687,1.3034683,0.45305333,171,200.7648264815,33.4068578168,1018.2245,957.57635,99,99,99,99,-7.134056,0.13487613,-3.9994748,0.57945436,-3.9994748,0.57945436,4,-58.374687,1.3034683,0.39808276,171,200.7648127618,33.4068643956,1018.2245,957.57635,-6.1969986,0.054270685,-6.216732,0.053730838,-9.139004,0.021968028,-6.844176,0.04670006,-6.844176,0.04670006,12,-58.374687,1.3034683,0.7705945
106.495221,99.0002303546,106.025613,99.0002305047,0.469608,140.0071463677,20.441449,0.2123867091,126.93667,99.0000025361,126.467062,99.0000026863,172,200.844697085,33.4066229066,63.739807,953.5102,-4.8976054,0.13460161,-5.503786,0.12470024,-6.004485,0.21236038,-5.366622,0.15882942,-5.366622,0.15882942,19,41.198563,3.1401217,0.47050062,172,200.8447316656,33.4065926516,63.739807,953.5102,-3.2293332,1.1535069,-6.4249506,0.1210284,99,99,99,99,99,99,2,41.198563,3.1401217,0.3705136,172,200.8447357664,33.4065913692,63.739807,953.5102,-4.1904187,0.4663724,-7.3860364,0.051394396,99,99,-4.691367,0.5599571,-4.691367,0.5599571,4,41.198563,3.1401217,0.455919
1.490736,140.0071445082,1.021128,140.0071446143,0.469608,140.0071463677,125.445934,99.0000000565,126.93667,99.0000025361,126.467062,99.0000026863,173,200.8082801541,33.4065296093,498.81268,952.2991,-4.4284954,0.14295614,-4.7006216,0.14342676,99,99,-4.647618,0.24360132,-4.647618,0.24360132,13,-24.776018,1.2792767,0.504791,173,200.808309436,33.406505707,498.81268,952.2991,-3.7751884,0.4686972,-4.803417,0.29240292,99,99,-3.9872417,0.8779341,-3.9872417,0.8779341,6,-24.776018,1.2792767,0.47424254,173,200.8083053855,33.4065079629,498.81268,952.2991,-4.112203,0.33681348,-4.595059,0.27641422,99,99,-4.9577236,0.35150152,-4.9577236,0.35150152,7,-24.776018,1.2792767,0.39549124
1.57091,0.139222897,0.5417188,0.0964044516,1.0291912,0.1472495804,19.0146996,0.0591371051,20.5856096,0.1260389537,19.5564184,0.0761355442,174,200.8380262914,33.4061763901,143.43677,947.1313,-7.20936,0.03604782,-7.3798184,0.03626389,-7.4312344,0.059042476,-7.3001375,0.048149616,-7.3798184,0.03626389,106,24.618965,1.4222571,0.83896285,174,200.8380597937,33.4061472366,143.43677,947.1313,-7.3450837,0.057036866,-7.4836655,0.053144284,-7.3510604,0.124030896,-7.5328574,0.07430263,-7.4836655,0.053144284,85,24.618965,1.4222571,0.63036776,174,200.8380623412,33.4061465065,143.43677,947.1313,-7.6672525,0.04208038,-7.754289,0.040221225,-7.9106436,0.07255855,-7.8775544,0.053152356,-7.754289,0.040221225,106,24.618965,1.4222571,0.38237524
1.5896786,0.0912449801,0.9946669,0.0823847462,0.5950117,0.1104177963,18.5101134,0.0382152003,20.099792,0.0828567732,19.5047803,0.0729852374,175,200.8368713112,33.4059869804,157.23586,944.42303,-7.7598443,0.025014177,-7.859125,0.025069064,-7.9358206,0.0380686,-7.842297,0.031264953,-7.859125,0.025069064,136,-1.8108072,1.1622735,0.96496725,175,200.8369045987,33.4059580012,157.23586,944.42303,-7.6879,0.0456834,-7.797959,0.04312248,-7.836878,0.07976898,-7.827793,0.0584998,-7.797959,0.04312248,110,-1.8108072,1.1622735,0.16204582,175,200.8369068616,33.4059573417,157.23586,944.42303,-7.964616,0.035130635,-8.039303,0.033782236,-7.9622817,0.0692457,-7.9691806,0.05020829,-8.039303,0.033782236,127,-1.8108072,1.1622735,0.29725727
105.0039024,99.0034860934,0.1076486,1.088047769,104.8962538,99.002497916,21.9327676,0.8305158027,126.93667,99.0000025361,22.0404162,0.7029163884,176,200.806352396,33.4061537371,521.8462,946.9306,-5.9352837,0.071383454,-6.2066545,0.07162272,-4.5131664,0.83050907,-6.076972,0.092232496,-6.076972,0.092232496,47,56.67271,1.2498198,0.8795268,176,200.8063813043,33.4061301172,521.8462,946.9306,-4.859913,0.34286398,-8.055531,0.037904453,99,99,-3.9936168,1.189788,-3.9936168,1.189788,17,56.67271,1.2498198,0.63670784,176,200.8063767703,33.4061324774,521.8462,946.9306,-5.121185,0.26307878,-6.829285,0.10329695,-5.4266458,0.70253795,-5.7989435,0.22174133,-5.7989435,0.22174133,20,56.67271,1.2498198,0.49364418
-105.697799,99.0000139463,-105.11281,99.0000743554,-0.584989,0.1321415091,125.445934,99.0000000565,19.748135,0.0524422768,20.333124,0.1212896781,177,200.8496879121,33.4058274941,4.1152024,942.1216,-7.372193,0.028187325,-7.446175,0.028193638,99,99,-6.9177375,0.05172954,-7.446175,0.028193638,64,87.207504,2.106432,0.9786194,177,200.8497230161,33.405796251,4.1152024,942.1216,-7.6371517,0.037714973,-7.6892548,0.036658015,-8.188535,0.047413476,-7.870522,0.041787203,-7.6892548,0.036658015,71,87.207504,2.106432,0.98217726,177,200.8497281205,33.4057943029,4.1152024,942.1216,-7.0052485,0.06306583,-7.1295137,0.0592523,-7.133938,0.1190769,-6.996315,0.08787885,-7.1295137,0.0592523,51,87.207504,2.106432,0.96329427
1.728281,0.0574328747,1.159614,0.0533405938,0.568667,0.0722352928,17.814535,0.021515303,19.542816,0.0532506041,18.974149,0.0488089201,178,200.7700679538,33.4057123318,955.3431,940.89655,-8.590897,0.016650546,-8.67897,0.016672706,-8.631399,0.021253824,-8.641194,0.019653898,-8.641194,0.019653898,276,30.790636,1.9169313,0.02862378,178,200.7700914945,33.4056949894,955.3431,940.89655,-8.263408,0.037580997,-8.404896,0.03497142,-8.393854,0.048306026,-8.336752,0.04655049,-8.336752,0.04655049,189,30.790636,1.9169313,0.018733727,178,200.7700787888,33.4057007946,955.3431,940.89655,-8.627754,0.026737895,-8.7114315,0.025598204,-8.492913,0.043016657,-8.5873995,0.036268253,-8.5873995,0.036268253,216,30.790636,1.9169313,0.028385237
0.530384,0.5571203501,0.8415197,0.8283078614,-0.3111357,0.7941109912,21.208862,0.4277059337,21.739246,0.3570024073,22.0503817,0.7093388102,179,200.7730279131,33.4060779933,919.97595,946.10095,-5.676042,0.08307484,-5.994018,0.08295492,-5.237072,0.42769286,-5.7822237,0.11081335,-5.7822237,0.11081335,40,86.504845,1.1421391,0.8073999,179,200.7730519744,33.4060601867,919.97595,946.10095,-5.669669,0.15367623,-5.991227,0.13334769,-6.197424,0.35629842,-5.941585,0.18527903,-5.941585,0.18527903,24,86.504845,1.1421391,0.58692056,179,200.7730399815,33.4060657846,919.97595,946.10095,-5.5135756,0.1718569,-5.940873,0.14404932,-5.4166803,0.7089638,-6.0463114,0.16389577,-6.0463114,0.16389577,20,86.504845,1.1421391,0.48805574
1.602024,0.0232242735,0.824899,0.023727771,0.777125,0.0325851093,14.939905,0.0045047,16.541929,0.0227832078,15.764804,0.0232962399,180,200.786980871,33.4068314538,753.2721,956.7621,-11.519704,0.0030471936,-11.52909,0.0030420863,-11.506029,0.0030181278,-11.500125,0.0029835324,-11.500125,0.0029835324,767,-59.54327,1.1990474,0.9792425,180,200.7870071428,33.4068113181,753.2721,956.7621,-11.408714,0.004261283,-11.41926,0.004239668,-11.394741,0.0041133766,-11.386969,0.0039698496,-11.386969,0.0039698496,655,-59.54327,1.1990474,0.7883675,180,200.7869983743,33.4068157219,753.2721,956.7621,-11.71562,0.003389214,-11.723286,0.003377695,-11.702258,0.0032919429,-11.69397,0.0031992756,-11.69397,0.0031992756,717,-59.54327,1.1990474,0.6771142
1.490736,140.0071445082,1.021128,140.0071446143,0.469608,140.0071463677,125.445934,99.0000000565,126.93667,99.0000025361,126.467062,99.0000026863,181,200.8076206514,33.4058786236,506.6961,942.9862,-4.409568,0.14117315,-4.654982,0.14188494,99,99,-4.780563,0.21380888,-4.780563,0.21380888,11,1.2877464,1.5508498,0.5237738,181,200.8076496744,33.4058547421,506.6961,942.9862,-3.6471715,0.50771564,-4.8216095,0.28930143,99,99,-4.293297,0.654536,-4.293297,0.654536,5,1.2877464,1.5508498,0.41270003,181,200.8076453852,33.4058569169,506.6961,942.9862,-3.673095,0.48229623,-4.7639394,0.2910758,99,99,-3.3083491,1.5688844,-3.3083491,1.5688844,4,1.2877464,1.5508498,0.35600242
1.1014405,0.1118193386,0.9128925,0.1305221288,0.188548,0.145668271,19.1133725,0.0644994008,20.214813,0.0913421687,20.026265,0.1134718176,182,200.7795504451,33.4054000847,842.05804,936.3393,-7.0694027,0.03973338,-7.2689867,0.0399838,-7.3325615,0.06441265,-7.2791743,0.06468126,-7.2791743,0.06468126,113,-23.930235,1.1513498,0.02998379,182,200.7795752814,33.4053810398,842.05804,936.3393,-7.2494636,0.060996883,-7.4002357,0.056532606,-7.721857,0.08855076,-7.69304,0.08685885,-7.69304,0.08685885,88,-23.930235,1.1513498,0.024766281,182,200.7795646514,33.4053858493,842.05804,936.3393,-7.4113584,0.05161961,-7.529811,0.048623867,-7.440797,0.111103445,-7.4131365,0.10884564,-7.4131365,0.10884564,99,-23.930235,1.1513498,0.007142013
0.9063764,0.1562209986,0.7047166,0.1784272158,0.2016598,0.1894577118,19.616675,0.1008638865,20.5230514,0.1192957535,20.3213916,0.1471827019,183,200.8300866278,33.4053997894,238.29503,936.0371,-6.495791,0.057779804,-6.8373466,0.0575077,-6.829259,0.100808434,-6.843023,0.074588016,-6.843023,0.074588016,89,-11.09646,1.1946006,0.1383058,183,200.8301187852,33.4053719111,238.29503,936.0371,-6.7709637,0.08350826,-6.9851575,0.075418726,-7.4136186,0.11717219,-7.307994,0.09529398,-7.307994,0.09529398,62,-11.09646,1.1946006,0.008392666,183,200.8301194495,33.4053717836,238.29503,936.0371,-7.0951123,0.061230425,-7.2248363,0.057389986,-7.1456704,0.14536461,-7.478662,0.079457864,-7.478662,0.079457864,79,-11.09646,1.1946006,0.005174228
105.7425613,99.0009019206,105.2729533,99.0009020707,0.469608,140.0071463677,21.1941087,0.4219939907,126.93667,99.0000025361,126.467062,99.0000026863,184,200.7898273258,33.4064565878,719.26904,951.37506,-5.0655174,0.1125681,-5.4214616,0.11178346,-5.2518253,0.42198074,-5.333911,0.14092185,-5.333911,0.14092185,23,-57.064075,1.0828756,0.56555814,184,200.789853916,33.4064359001,719.26904,951.37506,-4.7168517,0.28425065,-5.4285207,0.21033786,99,99,-5.275972,0.28781003,-5.275972,0.28781003,12,-57.064075,1.0828756,0.48760593,184,200.7898457311,33.4064399422,719.26904,951.37506,-4.4259496,0.35927984,-6.0126348,0.1545143,99,99,-5.114046,0.3241002,-5.114046,0.3241002,6,-57.064075,1.0828756,0.3549032
106.1340737,99.0004422908,0.05419,0.3792348648,106.0798837,99.0002891391,20.8025963,0.2950789902,126.93667,99.0000025361,20.8567863,0.2382172796,185,200.8008320888,33.4033920081,587.8185,907.4396,-5.3699827,0.11231011,-6.1177692,0.09798448,-5.6433377,0.29506004,-5.789342,0.12824374,-6.1177692,0.09798448,38,74.25041,1.6836126,0.511888,185,200.8008595047,33.4033689522,587.8185,907.4396,-4.7339525,0.37768868,-7.92957,0.04139648,99,99,-5.141828,0.45299038,-7.92957,0.04139648,12,74.25041,1.6836126,0.3540501,185,200.8008533498,33.4033712345,587.8185,907.4396,-4.554457,0.43218875,-7.750075,0.04679508,-6.6102757,0.23709828,-5.153551,0.43543112,-7.750075,0.04679508,13,74.25041,1.6836126,0.4741963
1.777746,0.0835595472,0.917123,0.0637220688,0.860623,0.095769553,18.245785,0.0305850674,20.023531,0.0777608615,19.162908,0.0559021977,186,200.8011467438,33.4046813388,584.04944,925.8898,-8.057472,0.020404628,-8.12868,0.0204048,-8.200149,0.030401696,-8.161071,0.022611232,-8.12868,0.0204048,142,22.155365,1.1260319,0.9797079,186,200.8011745286,33.4046584151,584.04944,925.8898,-7.8594055,0.040320206,-7.952974,0.038362227,-7.913139,0.07446205,-7.9456835,0.048277054,-7.952974,0.038362227,124,22.155365,1.1260319,0.56229186,186,200.8011686248,33.4046609548,584.04944,925.8898,-8.0711155,0.032822303,-8.141026,0.031638023,-8.304154,0.050923254,-8.214669,0.037144985,-8.141026,0.031638023,110,22.155365,1.1260319,0.76534444
1.647244,0.0954956646,0.6407884,0.067622976,1.0064556,0.103637943,18.5160486,0.0384152679,20.1632926,0.0874281942,19.156837,0.0556519009,187,200.8006942354,33.4041679913,589.4596,918.5459,-7.7962856,0.022183618,-7.8552074,0.022163475,-7.9298854,0.038269434,-7.871331,0.025427248,-7.8552074,0.022163475,100,27.66512,1.0549084,0.9828076,187,200.8007218259,33.4041450722,589.4596,918.5459,-7.6443295,0.04132014,-7.71648,0.039738826,-7.7733774,0.0845076,-7.7325697,0.050473873,-7.71648,0.039738826,81,27.66512,1.0549084,0.97227013,187,200.8007157489,33.4041475414,589.4596,918.5459,-7.985183,0.030301997,-8.0313635,0.029569957,-8.310225,0.050648358,-8.112432,0.035354093,-8.0313635,0.029569957,95,27.66512,1.0549084,0.96859884
1.23438,0.0461319261,0.579767,0.042536803,0.654613,0.053809102,17.888573,0.0228266812,19.122953,0.0400886172,18.46834,0.0358932059,188,200.8256009206,33.4045760523,291.8899,924.2628,-8.513674,0.016540572,-8.584933,0.016540779,-8.557361,0.022580393,-8.529592,0.018474529,-8.529592,0.018474529,206,-84.44831,1.0291497,0.12766412,188,200.8256322215,33.4045488386,291.8899,924.2628,-8.704246,0.023483377,-8.759598,0.022785276,-8.813717,0.033240676,-8.755933,0.026554955,-8.755933,0.026554955,191,-84.44831,1.0291497,0.051215596,188,200.8256317679,33.4045489654,291.8899,924.2628,-8.884313,0.019745827,-8.928276,0.019291645,-8.998722,0.027503533,-8.929879,0.02232325,-8.929879,0.02232325,196,-84.44831,1.0291497,0.03120285
1.8312245,0.1124821051,0.7477745,0.073424282,1.08345,0.1221510647,18.5491135,0.0395124446,20.380338,0.1053137726,19.296888,0.0618861205,189,200.8132246202,33.4046657802,439.75223,925.5992,-7.7121816,0.024320927,-7.789616,0.024332948,-7.8968205,0.039370675,-7.7919126,0.02814275,-7.7919126,0.02814275,100,-26.4932,1.0059148,0.97911215,189,200.8132541508,33.404640743,439.75223,925.5992,-7.426058,0.052295566,-7.541998,0.04922853,-7.556332,0.10290207,-7.439422,0.06892512,-7.439422,0.06892512,77,-26.4932,1.0059148,0.9602706,189,200.813250944,33.4046420993,439.75223,925.5992,-7.8156357,0.036522344,-7.882953,0.03525066,-8.170174,0.057428338,-7.9205623,0.04388668,-7.9205623,0.04388668,93,-26.4932,1.0059148,0.97800916
1.1737146,0.2628997186,0.8962693,0.2921195729,0.2774453,0.3344795837,20.0269997,0.1458998201,21.2007143,0.218699576,20.923269,0.2530752603,190,200.8128598138,33.4038644615,444.11542,914.133,-6.114158,0.07183833,-6.536654,0.070406504,-6.4189343,0.14586149,-6.334031,0.09439208,-6.536654,0.070406504,66,64.38432,2.2802918,0.5194066,190,200.8128890906,33.4038393718,444.11542,914.133,-6.2583003,0.11748771,-6.5832543,0.10182034,-6.7359557,0.2175485,-6.374969,0.17711043,-6.5832543,0.10182034,44,64.38432,2.2802918,0.1950461,190,200.8128856899,33.4038405846,444.11542,914.133,-5.9856367,0.14581916,-6.5286584,0.11683271,-6.543793,0.25202224,-6.3979807,0.16859281,-6.5286584,0.11683271,27,64.38432,2.2802918,0.34642345
3.785096,3.2051705893,3.575934,3.954081711,0.209162,5.0825907942,20.34111,0.193844658,24.126206,3.1993034797,23.917044,3.9493273384,191,200.8391499895,33.4046785369,130.01541,925.6925,-5.1460314,0.11084203,-5.5430574,0.109234795,-6.104824,0.19381581,-5.4339266,0.14438194,-5.4339266,0.14438194,30,-49.588726,1.2898556,0.35639623,191,200.8391832787,33.4046489694,130.01541,925.6925,-4.8638206,0.26487157,-5.564946,0.19698326,-3.810464,3.199225,-5.379426,0.29571536,-5.379426,0.29571536,11,-49.588726,1.2898556,0.48878956,191,200.8391858672,33.4046477948,130.01541,925.6925,-4.385207,0.39672664,-7.580825,0.044542473,-3.550018,3.94926,-5.5118895,0.25481808,-5.5118895,0.25481808,10,-49.588726,1.2898556,0.50660855
1.490736,140.0071445082,-103.101742,99.0043614067,104.592478,99.0043638863,125.445934,99.0000000565,126.93667,99.0000025361,22.344192,0.9292827207,192,200.8196268084,33.404717991,363.26343,926.3172,-4.6782265,0.1363482,-5.058824,0.13480717,99,99,-5.0935154,0.17852832,-5.0935154,0.17852832,18,19.002014,1.286476,0.5028971,192,200.8196572796,33.4046918423,363.26343,926.3172,-2.26515,2.2662573,-5.4607677,0.23632587,99,99,99,99,99,99,4,19.002014,1.286476,0.36677045,192,200.8196555108,33.4046925846,363.26343,926.3172,-4.625594,0.25761315,-5.0452504,0.21654366,-5.12287,0.9289965,-4.0635023,0.87048554,-4.0635023,0.87048554,10,19.002014,1.286476,0.46796253
